"marginalGSRK","n","landing","coverage"
"BDG",27,0,0.333333333333333
"BRG",12,0,0.5
"CRS",3,0,1
"ERK",55,0,0.272727272727273
"MNT",11,0,0.272727272727273
"MRO",1,0,1
"OSF",20,0,0.7
"TWL",129,0,0.395348837209302
"1981",37,0,0.243243243243243
"1982",92,0,0.456521739130435
"Q1",33,0,0.727272727272727
"Q2",13,0,0.153846153846154
"Q3",37,0,0.297297297297297
"Q4",46,0,0.304347826086957
