margEGLS,n,landing,coverage
BDG,4,0,0.25
BRG,6,0,0.5
MNT,95,185,0.368421052631579
MRO,77,0,0.25974025974026
OSF,63,2368,0.349206349206349
HKL,1,0,1
NET,8,0,0.125
TWL,236,2553,0.334745762711864
1978,57,185,0.298245614035088
1980,61,0,0.409836065573771
1981,42,0,0.166666666666667
1982,50,2368,0.18
1983,18,0,0.666666666666667
1984,6,0,0
1985,11,0,1
Q1,55,0,0.381818181818182
Q2,86,2368,0.267441860465116
Q3,59,0,0.389830508474576
Q4,45,185,0.311111111111111
