margEGLS,n,landing,coverage
BDG,4,0,1
BRG,6,0,1
MNT,95,185,0.989473684210526
MRO,77,0,1
OSF,63,2368,0.984126984126984
HKL,1,0,1
NET,8,0,1
TWL,236,2553,0.991525423728814
1978,57,185,0.982456140350877
1980,61,0,1
1981,42,0,1
1982,50,2368,0.98
1983,18,0,1
1984,6,0,1
1985,11,0,1
Q1,55,0,1
Q2,86,2368,0.988372093023256
Q3,59,0,1
Q4,45,185,0.977777777777778
