margDBRK,n,landing,coverage
BRG,6,0,1
MNT,88,12714,0.852272727272727
MRO,64,0,0.515625
OSF,52,24474,0.673076923076923
HKL,1,0,1
NET,8,0,1
TWL,201,37188,0.696517412935323
1978,57,5723,0.719298245614035
1980,61,24474,0.737704918032787
1981,42,6991,0.404761904761905
1982,50,0,0.92
Q1,43,0,0.418604651162791
Q2,73,0,0.958904109589041
Q3,54,5723,0.759259259259259
Q4,40,31465,0.5
