margDBRK,n,landing,coverage
BDG,27,0,0.259259259259259
BRG,12,0,0.5
CRS,3,0,1
ERK,55,0,0.563636363636364
MNT,11,0,0.636363636363636
MRO,1,0,1
OSF,20,0,0.35
TWL,129,0,0.48062015503876
1981,37,0,0.189189189189189
1982,92,0,0.597826086956522
Q1,33,0,0.363636363636364
Q2,13,0,0.692307692307692
Q3,37,0,0.756756756756757
Q4,46,0,0.282608695652174
