species,mad
GSPT,3.64377887704267e-05
ARRA,3.66568914956012e-05
GSRK,3.66568914956012e-05
KLPG,3.66568914956012e-05
PNKR,3.66568914956012e-05
RDBD,3.66568914956012e-05
TIGR,3.66568914956012e-05
BLGL,3.67284273736884e-05
STRK,3.68498819379908e-05
GBLC,3.68519369679448e-05
SBLY,3.68674385823496e-05
BRWN,3.70710396931193e-05
DBRK,3.8676209073817e-05
SPKL,4.11814055184998e-05
SNOS,4.17004994901849e-05
BLUR,4.71797262371317e-05
CWCD,4.72527307340953e-05
OLVE,5.15642407127694e-05
FLAG,5.35395899064477e-05
VRML,5.7726369650274e-05
CNRY,6.1638118076666e-05
BANK,6.21362839960853e-05
YTRK,7.93506963317074e-05
WDOW,8.35024226782949e-05
CLPR,0.00013239687668642
BCAC,0.000146743954175498
