species,mad
WDOW,0.000182106778650199
BANK,0.000205934377524627
GSPT,0.000211101334343242
SNOS,0.000223930892534809
BLGL,0.000232665645855365
CNRY,0.000234320376243089
ARRA,0.000235397978641783
GSRK,0.00023871640366244
SBLY,0.000239354796548649
STRK,0.000241922612655022
BLUR,0.000243648588879395
YTRK,0.000248056444149589
SPKL,0.000249293772368883
OLVE,0.000254674981909283
GBLC,0.00025872578421199
VRML,0.000275255821808142
TIGR,0.000275713544725748
CWCD,0.00027891615979476
RDBD,0.000279049509337901
CLPR,0.000293492204543784
DBRK,0.000304614789091093
KLPG,0.00031164082439975
BCAC,0.000331176538049056
PNKR,0.00033397220363173
BRWN,0.000337306274306504
FLAG,0.000337691779435885
