margBRWN,n,landing,coverage
BRG,6,0,0
MNT,88,0,0.522727272727273
MRO,64,3617,0.75
OSF,52,0,0.75
HKL,1,0,1
NET,8,0,1
TWL,201,3617,0.616915422885572
1978,57,0,0.385964912280702
1980,61,0,0.770491803278688
1981,42,0,0.476190476190476
1982,50,3617,0.88
Q1,43,3617,0.674418604651163
Q2,73,0,0.657534246575342
Q3,54,0,0.518518518518518
Q4,40,0,0.7
