species,mad
CNRY,8.48394086638177e-06
SNOS,8.58709434545715e-06
POP,8.61801591415631e-06
MXRF,8.88657381016489e-06
BANK,8.98555895736443e-06
BLGL,9.15967876280562e-06
YTRK,9.85430607072906e-06
DBRK,1.07504785843886e-05
CLPR,1.07588860781853e-05
CWCD,1.15203765673729e-05
WDOW,1.2602128832379e-05
BRNZ,1.6606598599774e-05
BCAC,1.74268914641711e-05
