margBRWN,n,landing,coverage
BDG,4,0,0.25
BRG,6,0,0
MNT,95,0,0.315789473684211
MRO,77,3617,0.272727272727273
OSF,63,0,0.301587301587302
HKL,1,0,1
NET,8,0,0
TWL,236,3617,0.296610169491525
1978,57,0,0.508771929824561
1980,61,0,0.180327868852459
1981,42,0,0.30952380952381
1982,50,3617,0.16
1983,18,0,0.333333333333333
1984,6,0,0
1985,11,0,0.363636363636364
Q1,55,3617,0.218181818181818
Q2,86,0,0.22093023255814
Q3,59,0,0.355932203389831
Q4,45,0,0.422222222222222
