margBRWN,n,landing,coverage
BDG,4,0,1
BRG,6,0,1
MNT,95,0,0.978947368421053
MRO,77,3617,0.961038961038961
OSF,63,0,0.952380952380952
HKL,1,0,1
NET,8,0,1
TWL,236,3617,0.966101694915254
1978,57,0,1
1980,61,0,0.950819672131147
1981,42,0,1
1982,50,3617,0.9
1983,18,0,1
1984,6,0,1
1985,11,0,1
Q1,55,3617,0.927272727272727
Q2,86,0,1
Q3,59,0,0.966101694915254
Q4,45,0,0.955555555555556
