species,mad
SNOS,8.6401236358211e-06
BLGL,9.18427728583263e-06
MXRF,9.56815993265753e-06
POP,9.6194157794828e-06
YTRK,9.68147289807827e-06
BANK,9.92139079810651e-06
BRNZ,1.12470696692756e-05
CWCD,1.16982828527244e-05
CLPR,1.2121820373208e-05
BCAC,1.28441288954568e-05
WDOW,1.3068400872013e-05
DBRK,1.37571335057219e-05
CNRY,1.67878707043764e-05
