margGBLC,n,landing,coverage
BDG,4,0,0
BRG,6,0,0
MNT,95,0,0.2
MRO,66,15254,0.378787878787879
OSF,63,0,0.19047619047619
HKL,1,0,1
NET,8,0,0.25
TWL,225,15254,0.235555555555556
1978,57,0,0.105263157894737
1980,61,4068,0.311475409836066
1981,42,8019,0.333333333333333
1982,50,3167,0.18
1983,18,0,0.277777777777778
1984,6,0,0.5
Q1,51,3167,0.235294117647059
Q2,79,0,0.126582278481013
Q3,59,0,0.0677966101694915
Q4,45,12087,0.666666666666667
