"marginalBCAC","n","landing","coverage"
"BRG",6,172242,1
"MNT",88,4143365,0.988636363636364
"MRO",64,2733460,0.75
"OSF",52,3117359,0.865384615384615
"HKL",1,0,1
"NET",8,145083,1
"TWL",201,10021343,0.880597014925373
"1978",57,1853861,0.947368421052632
"1980",61,4271945,0.852459016393443
"1981",42,2050399,0.761904761904762
"1982",50,1990221,0.96
"Q1",43,1875136,0.906976744186046
"Q2",73,3784254,0.931506849315068
"Q3",54,2761660,0.851851851851852
"Q4",40,1745376,0.825
