margPOP,n,landing,coverage
BDG,52,0,0.25
BRG,51,0,0.352941176470588
CRS,22,0,0.909090909090909
ERK,165,0,0.593939393939394
MNT,21,0,0.523809523809524
MRO,6,0,1
OSF,29,0,0.413793103448276
NET,9,0,0.555555555555556
TWL,337,0,0.513353115727003
1981,37,0,0.189189189189189
1982,92,0,0.478260869565217
1983,73,0,0.780821917808219
1984,69,0,0.72463768115942
1985,75,0,0.266666666666667
Q1,108,0,0.305555555555556
Q2,79,0,0.708860759493671
Q3,90,0,0.744444444444444
Q4,69,0,0.318840579710145
