margCNRY,n,landing,coverage
BDG,52,0,1
BRG,51,0,1
CRS,22,6334,0.954545454545455
ERK,165,118760,0.975757575757576
MNT,21,0,1
MRO,6,0,1
OSF,29,0,1
NET,9,0,1
TWL,337,125094,0.985163204747775
1981,37,0,1
1982,92,7095,0.978260869565217
1983,73,117930,0.986301369863014
1984,69,69,0.985507246376812
1985,75,0,0.986666666666667
Q1,108,761,0.990740740740741
Q2,79,0,0.987341772151899
Q3,90,124264,0.977777777777778
Q4,69,69,0.985507246376812
