"marginalBCAC","n","landing","coverage"
"BDG",27,0,0
"BRG",12,0,0
"CRS",3,0,0
"ERK",55,11744,0
"MNT",11,4825,0.0909090909090909
"MRO",1,0,0
"OSF",20,0,0
"TWL",129,16569,0.00775193798449612
"1981",37,63,0
"1982",92,16506,0.0108695652173913
"Q1",33,11681,0
"Q2",13,0,0
"Q3",37,63,0
"Q4",46,4825,0.0217391304347826
