margRDBD,n,landing,coverage
BDG,4,51591,0.5
BRG,6,0,0
MNT,95,198,0.210526315789474
MRO,66,2654,0.606060606060606
OSF,63,2783,0.396825396825397
HKL,1,0,1
NET,8,0,0.25
TWL,225,57226,0.373333333333333
1978,57,2783,0.315789473684211
1980,61,0,0.295081967213115
1981,42,2654,0.714285714285714
1982,50,0,0.22
1983,18,0,0.444444444444444
1984,6,51789,0.333333333333333
Q1,51,51789,0.333333333333333
Q2,79,0,0.20253164556962
Q3,59,2783,0.559322033898305
Q4,45,2654,0.466666666666667
