margBCAC,n,landing,coverage
BRG,6,172242,0.666666666666667
MNT,88,4143365,0.727272727272727
MRO,64,2733460,0.5625
OSF,52,3117359,0.692307692307692
HKL,1,0,1
NET,8,145083,0.625
TWL,201,10021343,0.666666666666667
1978,57,1853861,0.789473684210526
1980,61,4271945,0.60655737704918
1981,42,2050399,0.5
1982,50,1990221,0.74
Q1,43,1875136,0.837209302325581
Q2,73,3784254,0.616438356164384
Q3,54,2761660,0.703703703703704
Q4,40,1745376,0.525
