margBCAC,n,landing,coverage
BRG,6,172242,0.833333333333333
MNT,88,4143365,0.954545454545455
MRO,64,2733460,0.796875
OSF,52,3117359,0.865384615384615
HKL,1,0,1
NET,8,145083,0.875
TWL,201,10021343,0.880597014925373
1978,57,1853861,0.964912280701754
1980,61,4271945,0.836065573770492
1981,42,2050399,0.80952380952381
1982,50,1990221,0.9
Q1,43,1875136,0.953488372093023
Q2,73,3784254,0.863013698630137
Q3,54,2761660,0.87037037037037
Q4,40,1745376,0.85
