margARRA,n,landing,coverage
BRG,6,0,0.833333333333333
MNT,88,0,0.511363636363636
MRO,64,5603,0.65625
OSF,52,1155,0.576923076923077
HKL,1,0,1
NET,8,0,0.875
TWL,201,6758,0.567164179104478
1978,57,0,0.614035087719298
1980,61,5257,0.426229508196721
1981,42,0,0.904761904761905
1982,50,1501,0.46
Q1,43,1501,0.720930232558139
Q2,73,1155,0.616438356164384
Q3,54,0,0.481481481481481
Q4,40,4102,0.5
