margBANK,n,landing,coverage
BDG,42,0,0.238095238095238
BRG,38,0,0.605263157894737
CRS,17,0,0.882352941176471
ERK,133,0,0.827067669172932
MNT,13,0,0.307692307692308
MRO,6,48,0.833333333333333
OSF,22,3827,0.772727272727273
TWL,271,3875,0.678966789667897
1981,37,0,0.405405405405405
1982,92,0,0.815217391304348
1983,73,3827,0.698630136986301
1984,69,48,0.623188405797101
Q1,73,0,0.479452054794521
Q2,59,48,0.966101694915254
Q3,78,0,0.782051282051282
Q4,61,3827,0.508196721311475
