margWDOW,n,landing,coverage
BDG,33,4754906,0
BRG,26,280028,0
CRS,7,2516300,0
ERK,99,3263664,0
MNT,12,127220,0.0833333333333333
MRO,3,100176,0.333333333333333
OSF,22,1017444,0
TWL,202,12059738,0.0099009900990099
1981,37,331497,0
1982,92,5653794,0.0108695652173913
1983,73,6074447,0.0136986301369863
Q1,51,2345483,0
Q2,35,2916253,0
Q3,59,5411701,0
Q4,57,1386301,0.0350877192982456
