margWDOW,n,landing,coverage
BDG,1,0,1
BRG,6,1243,0.666666666666667
MNT,92,230257,0.652173913043478
MRO,66,375279,0.848484848484849
OSF,63,373984,0.841269841269841
HKL,1,0,1
NET,8,19058,0.25
TWL,219,961705,0.780821917808219
1978,57,141361,0.684210526315789
1980,61,497415,0.80327868852459
1981,42,285587,0.738095238095238
1982,50,35121,0.82
1983,18,21279,0.777777777777778
Q1,45,283925,0.711111111111111
Q2,79,119418,0.784810126582278
Q3,59,341771,0.830508474576271
Q4,45,235649,0.688888888888889
