margGSRK,n,landing,coverage
BDG,4,0,1
BRG,6,22139,1
MNT,95,2153,1
MRO,77,14672,0.987012987012987
OSF,63,10207,0.984126984126984
HKL,1,0,1
NET,8,0,1
TWL,236,49171,0.991525423728814
1978,57,1646,1
1980,61,44261,0.967213114754098
1981,42,580,1
1982,50,2509,1
1983,18,0,1
1984,6,0,1
1985,11,175,1
Q1,55,3174,1
Q2,86,23398,0.988372093023256
Q3,59,22599,0.983050847457627
Q4,45,0,1
