margBRWN,n,landing,coverage
BRG,6,0,1
MNT,88,0,1
MRO,64,3617,0.921875
OSF,52,0,1
HKL,1,0,1
NET,8,0,1
TWL,201,3617,0.975124378109453
1978,57,0,1
1980,61,0,1
1981,42,0,0.904761904761905
1982,50,3617,0.98
Q1,43,3617,0.976744186046512
Q2,73,0,1
Q3,54,0,0.925925925925926
Q4,40,0,1
