margDBRK,n,landing,coverage
BDG,42,0,0.214285714285714
BRG,38,0,0.315789473684211
CRS,17,0,0.470588235294118
ERK,133,0,0.556390977443609
MNT,13,0,0.692307692307692
MRO,6,0,1
OSF,22,0,0.5
TWL,271,0,0.476014760147601
1981,37,0,0.108108108108108
1982,92,0,0.41304347826087
1983,73,0,0.821917808219178
1984,69,0,0.391304347826087
Q1,73,0,0.657534246575342
Q2,59,0,0.711864406779661
Q3,78,0,0.358974358974359
Q4,61,0,0.180327868852459
