margDBRK,n,landing,coverage
BDG,42,0,1
BRG,38,0,1
CRS,17,0,1
ERK,133,0,0.992481203007519
MNT,13,0,1
MRO,6,0,1
OSF,22,0,1
TWL,271,0,0.996309963099631
1981,37,0,1
1982,92,0,0.989130434782609
1983,73,0,1
1984,69,0,1
Q1,73,0,1
Q2,59,0,1
Q3,78,0,0.987179487179487
Q4,61,0,1
