margGBLC,n,landing,coverage
BDG,1,0,1
BRG,6,0,0.5
MNT,92,0,0.41304347826087
MRO,66,15254,0.621212121212121
OSF,63,0,0.301587301587302
HKL,1,0,0
NET,8,0,0
TWL,219,15254,0.465753424657534
1978,57,0,0.157894736842105
1980,61,4068,0.688524590163934
1981,42,8019,0.452380952380952
1982,50,3167,0.54
1983,18,0,0.277777777777778
Q1,45,3167,0.422222222222222
Q2,79,0,0.506329113924051
Q3,59,0,0.440677966101695
Q4,45,12087,0.377777777777778
