"marginalFLAG","n","landing","coverage"
"BRG",6,0,0.166666666666667
"MNT",88,0,0.454545454545455
"MRO",64,0,0.40625
"OSF",52,20292,0.384615384615385
"HKL",1,0,0
"NET",8,0,0.875
"TWL",201,20292,0.398009950248756
"1978",57,0,0.614035087719298
"1980",61,0,0.245901639344262
"1981",42,0,0.595238095238095
"1982",50,20292,0.24
"Q1",43,0,0.465116279069767
"Q2",73,0,0.383561643835616
"Q3",54,20292,0.518518518518518
"Q4",40,0,0.275
