margFLAG,n,landing,coverage
BRG,6,0,0
MNT,88,0,0.659090909090909
MRO,64,0,0.453125
OSF,52,20292,0.25
HKL,1,0,0
NET,8,0,0.25
TWL,201,20292,0.487562189054726
1978,57,0,0.403508771929825
1980,61,0,0.377049180327869
1981,42,0,0.357142857142857
1982,50,20292,0.78
Q1,43,0,0.441860465116279
Q2,73,0,0.534246575342466
Q3,54,20292,0.314814814814815
Q4,40,0,0.625
