species,year,n,landing,coverage
ARRA,1978,57,3478898,0.315789473684211
ARRA,1980,61,8149536,0.573770491803279
ARRA,1981,42,4796164,0.833333333333333
ARRA,1982,50,3841230,0.44
ARRA,1983,18,467951,0.722222222222222
BANK,1978,57,3478898,0.807017543859649
BANK,1980,61,8149536,0.983606557377049
BANK,1981,42,4796164,0.761904761904762
BANK,1982,50,3841230,0.72
BANK,1983,18,467951,0.777777777777778
BCAC,1978,57,3478898,0.684210526315789
BCAC,1980,61,8149536,0.622950819672131
BCAC,1981,42,4796164,0.547619047619048
BCAC,1982,50,3841230,0.76
BCAC,1983,18,467951,0.444444444444444
BLGL,1978,57,3478898,0.964912280701754
BLGL,1980,61,8149536,0.983606557377049
BLGL,1981,42,4796164,0.976190476190476
BLGL,1982,50,3841230,0.9
BLGL,1983,18,467951,0.944444444444444
BLUR,1978,57,3478898,0.719298245614035
BLUR,1980,61,8149536,1
BLUR,1981,42,4796164,0.928571428571429
BLUR,1982,50,3841230,0.96
BLUR,1983,18,467951,1
BRWN,1978,57,3478898,0.43859649122807
BRWN,1980,61,8149536,0.311475409836066
BRWN,1981,42,4796164,0.404761904761905
BRWN,1982,50,3841230,0.26
BRWN,1983,18,467951,0.277777777777778
CLPR,1978,57,3478898,0.754385964912281
CLPR,1980,61,8149536,0.655737704918033
CLPR,1981,42,4796164,0.619047619047619
CLPR,1982,50,3841230,0.68
CLPR,1983,18,467951,0.722222222222222
CNRY,1978,57,3478898,0.894736842105263
CNRY,1980,61,8149536,0.868852459016393
CNRY,1981,42,4796164,0.880952380952381
CNRY,1982,50,3841230,0.82
CNRY,1983,18,467951,0.944444444444444
CWCD,1978,57,3478898,0.771929824561403
CWCD,1980,61,8149536,0.983606557377049
CWCD,1981,42,4796164,0.952380952380952
CWCD,1982,50,3841230,0.92
CWCD,1983,18,467951,1
DBRK,1978,57,3478898,0.543859649122807
DBRK,1980,61,8149536,0.836065573770492
DBRK,1981,42,4796164,0.976190476190476
DBRK,1982,50,3841230,0.48
DBRK,1983,18,467951,0.611111111111111
EGLS,1978,57,3478898,0.56140350877193
EGLS,1980,61,8149536,0.540983606557377
EGLS,1981,42,4796164,0.19047619047619
EGLS,1982,50,3841230,0.18
EGLS,1983,18,467951,0.5
FLAG,1978,57,3478898,0.333333333333333
FLAG,1980,61,8149536,0.0655737704918033
FLAG,1981,42,4796164,0.261904761904762
FLAG,1982,50,3841230,0.48
FLAG,1983,18,467951,0.611111111111111
GBLC,1978,57,3478898,0.157894736842105
GBLC,1980,61,8149536,0.688524590163934
GBLC,1981,42,4796164,0.452380952380952
GBLC,1982,50,3841230,0.54
GBLC,1983,18,467951,0.277777777777778
GSPT,1978,57,3478898,0.912280701754386
GSPT,1980,61,8149536,0.918032786885246
GSPT,1981,42,4796164,0.928571428571429
GSPT,1982,50,3841230,0.98
GSPT,1983,18,467951,1
GSRK,1978,57,3478898,0.929824561403509
GSRK,1980,61,8149536,0.836065573770492
GSRK,1981,42,4796164,0.976190476190476
GSRK,1982,50,3841230,0.96
GSRK,1983,18,467951,1
KLPG,1978,57,3478898,0.385964912280702
KLPG,1980,61,8149536,0.295081967213115
KLPG,1981,42,4796164,0.380952380952381
KLPG,1982,50,3841230,0.14
KLPG,1983,18,467951,0.0555555555555556
LCOD,1978,57,3478898,0.789473684210526
LCOD,1980,61,8149536,0.934426229508197
LCOD,1981,42,4796164,1
LCOD,1982,50,3841230,1
LCOD,1983,18,467951,1
OLVE,1978,57,3478898,0.736842105263158
OLVE,1980,61,8149536,1
OLVE,1981,42,4796164,1
OLVE,1982,50,3841230,0.9
OLVE,1983,18,467951,1
PNKR,1978,57,3478898,0.421052631578947
PNKR,1980,61,8149536,0.508196721311475
PNKR,1981,42,4796164,0.19047619047619
PNKR,1982,50,3841230,0.68
PNKR,1983,18,467951,0.333333333333333
RDBD,1978,57,3478898,0.333333333333333
RDBD,1980,61,8149536,0.311475409836066
RDBD,1981,42,4796164,0.547619047619048
RDBD,1982,50,3841230,0.44
RDBD,1983,18,467951,0.555555555555556
REX,1978,57,3478898,0.368421052631579
REX,1980,61,8149536,0.278688524590164
REX,1981,42,4796164,0.333333333333333
REX,1982,50,3841230,0.08
REX,1983,18,467951,0.5
SABL,1978,57,3478898,0.228070175438596
SABL,1980,61,8149536,0.344262295081967
SABL,1981,42,4796164,0.428571428571429
SABL,1982,50,3841230,0.26
SABL,1983,18,467951,0.333333333333333
SBLY,1978,57,3478898,0.736842105263158
SBLY,1980,61,8149536,0.983606557377049
SBLY,1981,42,4796164,0.976190476190476
SBLY,1982,50,3841230,0.9
SBLY,1983,18,467951,1
SNOS,1978,57,3478898,0.824561403508772
SNOS,1980,61,8149536,0.967213114754098
SNOS,1981,42,4796164,0.880952380952381
SNOS,1982,50,3841230,0.82
SNOS,1983,18,467951,0.888888888888889
SPKL,1978,57,3478898,0.824561403508772
SPKL,1980,61,8149536,1
SPKL,1981,42,4796164,0.952380952380952
SPKL,1982,50,3841230,0.96
SPKL,1983,18,467951,1
SSPN,1978,57,3478898,0.807017543859649
