species,mad
MXRF,8.68045299913302e-06
SNOS,8.73467823976651e-06
BLGL,9.18899371110516e-06
POP,9.46561693186752e-06
BANK,1.01202723702394e-05
DBRK,1.12888223065128e-05
CLPR,1.13605588282107e-05
CWCD,1.18746160523603e-05
WDOW,1.31940740756212e-05
BCAC,1.3502929347584e-05
YTRK,1.46996078906302e-05
CNRY,2.10531498026979e-05
BRNZ,3.86439508907018e-05
