margEGLS,n,landing,coverage
BRG,6,0,0
MNT,88,185,0.215909090909091
MRO,64,0,0.21875
OSF,52,2368,0.403846153846154
HKL,1,0,1
NET,8,0,1
TWL,201,2553,0.223880597014925
1978,57,185,0.192982456140351
1980,61,0,0.426229508196721
1981,42,0,0.0476190476190476
1982,50,2368,0.3
Q1,43,0,0.162790697674419
Q2,73,2368,0.205479452054795
Q3,54,0,0.444444444444444
Q4,40,185,0.2
