"marginalEGLS","n","landing","coverage"
"BRG",6,0,1
"MNT",88,185,0.477272727272727
"MRO",64,0,0.5625
"OSF",52,2368,0.673076923076923
"HKL",1,0,0
"NET",8,0,0
"TWL",201,2553,0.592039800995025
"1978",57,185,0.614035087719298
"1980",61,0,0.60655737704918
"1981",42,0,0.80952380952381
"1982",50,2368,0.26
"Q1",43,0,0.558139534883721
"Q2",73,2368,0.465753424657534
"Q3",54,0,0.537037037037037
"Q4",40,185,0.8
