"marginalTIGR","n","landing","coverage"
"BRG",6,0,1
"MNT",88,0,0.477272727272727
"MRO",64,0,0.453125
"OSF",52,4022,0.326923076923077
"HKL",1,0,0
"NET",8,0,0.875
"TWL",201,4022,0.432835820895522
"1978",57,0,0.491228070175439
"1980",61,0,0.557377049180328
"1981",42,4022,0.333333333333333
"1982",50,0,0.36
"Q1",43,0,0.790697674418605
"Q2",73,0,0.273972602739726
"Q3",54,0,0.611111111111111
"Q4",40,4022,0.175
