margGBLC,n,landing,coverage
BRG,6,0,0
MNT,88,0,0.329545454545455
MRO,64,15254,0.484375
OSF,52,0,0.365384615384615
HKL,1,0,1
NET,8,0,1
TWL,201,15254,0.348258706467662
1978,57,0,0.526315789473684
1980,61,4068,0.557377049180328
1981,42,8019,0.285714285714286
1982,50,3167,0.06
Q1,43,3167,0.27906976744186
Q2,73,0,0.328767123287671
Q3,54,0,0.611111111111111
Q4,40,12087,0.25
