margBRWN,n,landing,coverage
BRG,6,0,1
MNT,88,0,0.670454545454545
MRO,64,3617,0.6875
OSF,52,0,0
HKL,1,0,1
NET,8,0,1
TWL,201,3617,0.497512437810945
1978,57,0,0.701754385964912
1980,61,0,0.475409836065574
1981,42,0,0.857142857142857
1982,50,3617,0.08
Q1,43,3617,0.511627906976744
Q2,73,0,0.506849315068493
Q3,54,0,0.388888888888889
Q4,40,0,0.725
