margYTRK,n,landing,coverage
BDG,33,0,0.939393939393939
BRG,26,0,0.961538461538462
CRS,7,33246,1
ERK,99,9525,0.929292929292929
MNT,12,0,1
MRO,3,26877,1
OSF,22,0,1
TWL,202,69648,0.95049504950495
1981,37,0,1
1982,92,60123,0.934782608695652
1983,73,9525,0.945205479452055
Q1,51,9525,0.96078431372549
Q2,35,0,1
Q3,59,60123,0.864406779661017
Q4,57,0,1
