margREX,n,landing,coverage
BDG,1,0,0
BRG,6,0,0
MNT,92,311,0.304347826086957
MRO,66,0,0.151515151515152
OSF,63,0,0.428571428571429
HKL,1,0,0
NET,8,0,0.75
TWL,219,311,0.269406392694064
1978,57,311,0.368421052631579
1980,61,0,0.278688524590164
1981,42,0,0.333333333333333
1982,50,0,0.08
1983,18,0,0.5
Q1,45,311,0.222222222222222
Q2,79,0,0.30379746835443
Q3,59,0,0.338983050847458
Q4,45,0,0.244444444444444
