margREX,n,landing,coverage
BDG,1,0,1
BRG,6,0,1
MNT,92,311,0.934782608695652
MRO,66,0,0.96969696969697
OSF,63,0,0.952380952380952
HKL,1,0,1
NET,8,0,1
TWL,219,311,0.949771689497717
1978,57,311,0.929824561403509
1980,61,0,1
1981,42,0,1
1982,50,0,0.88
1983,18,0,0.944444444444444
Q1,45,311,0.888888888888889
Q2,79,0,1
Q3,59,0,0.949152542372881
Q4,45,0,0.933333333333333
