margARRA,n,landing,coverage
BRG,6,0,0
MNT,88,0,0.784090909090909
MRO,64,5603,0.75
OSF,52,1155,0.846153846153846
HKL,1,0,1
NET,8,0,1
TWL,201,6758,0.756218905472637
1978,57,0,0.666666666666667
1980,61,5257,0.622950819672131
1981,42,0,0.952380952380952
1982,50,1501,0.9
Q1,43,1501,0.813953488372093
Q2,73,1155,0.904109589041096
Q3,54,0,0.537037037037037
Q4,40,4102,0.775
