"marginalTIGR","n","landing","coverage"
"BRG",6,0,1
"MNT",88,0,0.897727272727273
"MRO",64,0,1
"OSF",52,4022,0.980769230769231
"HKL",1,0,1
"NET",8,0,1
"TWL",201,4022,0.950248756218905
"1978",57,0,1
"1980",61,0,0.852459016393443
"1981",42,4022,0.976190476190476
"1982",50,0,1
"Q1",43,0,1
"Q2",73,0,1
"Q3",54,0,0.907407407407407
"Q4",40,4022,0.875
