margYTRK,n,landing,coverage
BDG,4,0,1
BRG,6,0,1
MNT,95,184639,0.894736842105263
MRO,77,31279,0.961038961038961
OSF,63,44748,0.904761904761905
HKL,1,0,1
NET,8,157399,0.25
TWL,236,103267,0.944915254237288
1978,57,45369,0.859649122807018
1980,61,20104,0.950819672131147
1981,42,55925,0.904761904761905
1982,50,138441,0.94
1983,18,827,0.944444444444444
1984,6,0,1
1985,11,0,1
Q1,55,189155,0.909090909090909
Q2,86,33232,0.895348837209302
Q3,59,34690,0.949152542372881
Q4,45,3589,0.955555555555556
