"marginalBCAC","n","landing","coverage"
"BDG",27,0,0.0740740740740741
"BRG",12,0,1
"CRS",3,0,1
"ERK",55,11744,0.909090909090909
"MNT",11,4825,0.909090909090909
"MRO",1,0,1
"OSF",20,0,1
"TWL",129,16569,0.75968992248062
"1981",37,63,0.459459459459459
"1982",92,16506,0.880434782608696
"Q1",33,11681,0.939393939393939
"Q2",13,0,1
"Q3",37,63,0.72972972972973
"Q4",46,4825,0.58695652173913
