margTIGR,n,landing,coverage
BRG,6,0,1
MNT,88,0,1
MRO,64,0,0.984375
OSF,52,4022,0.980769230769231
HKL,1,0,1
NET,8,0,1
TWL,201,4022,0.990049751243781
1978,57,0,1
1980,61,0,1
1981,42,4022,0.976190476190476
1982,50,0,0.98
Q1,43,0,1
Q2,73,0,0.986301369863014
Q3,54,0,1
Q4,40,4022,0.975
