margBLCK,n,landing,coverage
BDG,27,0,0
BRG,12,0,0.5
CRS,3,0,1
ERK,55,0,0.727272727272727
MNT,11,0,0.818181818181818
MRO,1,0,1
OSF,20,0,0.1
TWL,129,0,0.472868217054264
1981,37,0,0.351351351351351
1982,92,0,0.521739130434783
Q1,33,0,0.363636363636364
Q2,13,0,0.846153846153846
Q3,37,0,0.486486486486487
Q4,46,0,0.434782608695652
