CD856208523,1,DOVR,57,1985,2,BRG,BRG,TWL,211,8334,N
CD856208524,1,DOVR,79,1985,2,BRG,BRG,TWL,211,7068,N
CD856208525,1,DOVR,50,1985,2,BRG,BRG,TWL,211,3225,N
CD856208526,1,DOVR,58,1985,2,BRG,BRG,TWL,211,7175,N
CD856208527,1,DOVR,96,1985,2,BRG,BRG,TWL,211,8125,N
CD856208528,1,DOVR,12,1985,2,BRG,BRG,TWL,211,2337,N
CD856308529,1,DOVR,55,1985,3,BRG,BRG,TWL,211,6863,N
CD856308530,1,DOVR,50,1985,3,BRG,BRG,TWL,211,2163,N
CD856308531,1,DOVR,57,1985,3,BRG,BRG,TWL,211,8444,N
CD856308532,1,DOVR,79,1985,3,BRG,BRG,TWL,211,8444,N
CD856308533,1,DOVR,62,1985,3,BRG,BRG,TWL,211,5558,N
CD856308534,1,DOVR,60,1985,3,BRG,BRG,TWL,211,3786,N
CD856308535,1,DOVR,61,1985,3,BRG,BRG,TWL,211,1235,N
CD856308536,1,DOVR,67,1985,3,BRG,BRG,TWL,211,10469,N
CD856308537,1,DOVR,48,1985,3,BRG,BRG,TWL,211,9257,N
CD856308538,1,DOVR,64,1985,3,BRG,BRG,TWL,211,6045,N
CD856308539,1,DOVR,63,1985,3,BRG,BRG,TWL,211,7482,N
CD856308540,1,DOVR,46,1985,3,BRG,BRG,TWL,211,9257,N
CD856408541,1,DOVR,60,1985,4,BRG,BRG,TWL,211,1560,N
CD856408542,1,DOVR,80,1985,4,BRG,BRG,TWL,211,3809,N
CD856408543,1,DOVR,75,1985,4,BRG,BRG,TWL,211,9604,N
CD856408544,1,DOVR,67,1985,4,BRG,BRG,TWL,211,11025,N
CD856408545,1,DOVR,65,1985,4,BRG,BRG,TWL,211,4335,N
CD856408546,1,DOVR,82,1985,4,BRG,BRG,TWL,211,4607,N
CD856408547,1,DOVR,37,1985,4,BRG,BRG,TWL,211,20482,N
CD857108542,1,DOVR,31,1985,1,FLN,ERK,TWL,211,1558,N
CD857108543,1,DOVR,34,1985,1,FLN,ERK,TWL,211,4100,N
CD857108544,1,DOVR,30,1985,1,FLN,ERK,TWL,211,2318,N
CD857108545,1,DOVR,30,1985,1,FLN,ERK,TWL,211,3020,N
CD857108546,1,DOVR,27,1985,1,FLN,ERK,TWL,211,4195,N
CD857108547,1,DOVR,33,1985,1,FLN,ERK,TWL,211,9025,N
CD857108548,1,DOVR,26,1985,1,FLN,ERK,TWL,211,7538,N
CD857108549,1,DOVR,29,1985,1,FLN,ERK,TWL,211,10365,N
CD857108550,1,DOVR,41,1985,1,FLN,ERK,TWL,211,14432,N
CD857208551,1,DOVR,32,1985,2,FLN,ERK,TWL,211,27121,N
CD857208552,1,DOVR,21,1985,2,FLN,ERK,TWL,211,19027,N
CD857208553,1,DOVR,41,1985,2,FLN,ERK,TWL,211,10132,N
CD857208554,1,DOVR,33,1985,2,FLN,ERK,TWL,211,10214,N
CD857208555,1,DOVR,42,1985,2,FLN,ERK,TWL,211,3159,N
CD857208556,1,DOVR,22,1985,2,FLN,ERK,TWL,211,27850,N
CD857208557,1,DOVR,20,1985,2,FLN,ERK,TWL,211,2027,N
CD857208558,1,DOVR,33,1985,2,FLN,ERK,TWL,211,5321,N
CD857208559,1,DOVR,25,1985,2,FLN,ERK,TWL,211,1553,N
CD857208560,1,DOVR,19,1985,2,FLN,ERK,TWL,211,16778,N
CD857308562,1,DOVR,31,1985,3,FLN,ERK,TWL,211,14613,N
CD857308563,1,DOVR,32,1985,3,FLN,ERK,TWL,211,18143,N
CD857308564,1,DOVR,21,1985,3,FLN,ERK,TWL,211,10555,N
CD857308566,1,DOVR,27,1985,3,FLN,ERK,TWL,211,15764,N
CD857308567,1,DOVR,22,1985,3,FLN,ERK,TWL,211,14540,N
CD857308568,1,DOVR,21,1985,3,FLN,ERK,TWL,211,4757,N
CD857308569,1,DOVR,22,1985,3,FLN,ERK,TWL,211,5936,N
CD857308572,1,DOVR,27,1985,3,FLN,ERK,TWL,211,576,N
CD857308573,1,DOVR,33,1985,3,FLN,ERK,TWL,211,16699,N
CD857308574,1,DOVR,24,1985,3,FLN,ERK,TWL,211,3794,N
CD857308575,1,DOVR,24,1985,3,CRS,ERK,TWL,211,19548,N
CD857408576,1,DOVR,31,1985,4,FLN,ERK,TWL,211,15858,N
CD857408577,1,DOVR,26,1985,4,FLN,ERK,TWL,211,16342,N
CD857408578,1,DOVR,21,1985,4,FLN,ERK,TWL,211,32641,N
CD857408579,1,DOVR,23,1985,4,FLN,ERK,TWL,211,29410,N
CD857408581,1,DOVR,45,1985,4,FLN,ERK,TWL,211,8696,N
CD861108601,1,DOVR,78,1986,1,MRO,MRO,TWL,211,13100,N
CD861108602,1,DOVR,74,1986,1,MRO,MRO,TWL,211,20545,N
CD861108603,1,DOVR,75,1986,1,MRO,MRO,TWL,211,12323,N
CD861108604,1,DOVR,62,1986,1,MRO,MRO,TWL,211,6831,N
CD861108605,1,DOVR,69,1986,1,MRO,MRO,TWL,211,15882,N
CD861108606,1,DOVR,67,1986,1,MRO,MRO,TWL,211,36469,N
CD861308611,1,DOVR,62,1986,3,MRO,MRO,TWL,211,24933,N
CD861308612,1,DOVR,62,1986,3,MRO,MRO,TWL,211,24999,N
CD861308613,1,DOVR,70,1986,3,MRO,MRO,TWL,211,3116,N
CD861308614,1,DOVR,76,1986,3,MRO,MRO,TWL,211,20879,N
CD861308615,1,DOVR,80,1986,3,MRO,MRO,TWL,211,19288,N
CD861308616,1,DOVR,75,1986,3,MRO,MRO,TWL,211,15375,N
CD861308617,1,DOVR,55,1986,3,MRO,MRO,TWL,211,14511,N
CD861308618,1,DOVR,53,1986,3,MRO,MRO,TWL,211,23654,N
CD861308619,1,DOVR,75,1986,3,MRO,MRO,TWL,211,14594,N
CD861308620,1,DOVR,66,1986,3,MRO,MRO,TWL,211,1959,N
CD861408621,1,DOVR,35,1986,4,MRO,MRO,TWL,211,17119,N
CD861408622,1,DOVR,55,1986,4,MRO,MRO,TWL,211,8259,N
CD861408623,1,DOVR,50,1986,4,MRO,MRO,TWL,211,476,N
CD861408624,1,DOVR,70,1986,4,MRO,MRO,TWL,211,13574,N
CD861408625,1,DOVR,71,1986,4,MRO,MRO,TWL,211,21720,N
CD861408626,1,DOVR,61,1986,4,MRO,MRO,TWL,211,16106,N
CD866108601,1,DOVR,87,1986,1,BRG,BRG,TWL,211,6993,N
CD866108602,1,DOVR,50,1986,1,BRG,BRG,TWL,211,19674,N
CD866108603,1,DOVR,81,1986,1,BRG,BRG,TWL,211,6154,N
CD866108604,1,DOVR,45,1986,1,BRG,BRG,TWL,211,4959,N
CD866108605,1,DOVR,85,1986,1,BRG,BRG,TWL,211,12813,N
CD866108606,1,DOVR,77,1986,1,BRG,BRG,TWL,211,30785,N
CD866208607,1,DOVR,79,1986,2,BRG,BRG,TWL,211,12773,N
CD866208608,1,DOVR,48,1986,2,BRG,BRG,TWL,211,10105,N
CD866208609,1,DOVR,44,1986,2,BRG,BRG,TWL,211,6598,N
CD866208610,1,DOVR,54,1986,2,BRG,BRG,TWL,211,3129,N
CD866208611,1,DOVR,76,1986,2,BRG,BRG,TWL,211,8058,N
CD866208612,1,DOVR,52,1986,2,BRG,BRG,TWL,211,4955,N
CD866208613,1,DOVR,48,1986,2,BRG,BRG,TWL,211,510,N
CD866208614,1,DOVR,52,1986,2,BRG,BRG,TWL,211,1433,N
CD866208615,1,DOVR,56,1986,2,BRG,BRG,TWL,211,9495,N
CD866208616,1,DOVR,70,1986,2,BRG,BRG,TWL,211,5805,N
CD866208617,1,DOVR,85,1986,2,BRG,BRG,TWL,211,5367,N
CD866208618,1,DOVR,55,1986,2,BRG,BRG,TWL,211,8900,N
CD866308619,1,DOVR,60,1986,3,BRG,BRG,TWL,211,6394,N
CD866308620,1,DOVR,57,1986,3,BRG,BRG,TWL,211,2093,N
CD866308621,1,DOVR,46,1986,3,BRG,BRG,TWL,211,7481,N
CD866308622,1,DOVR,47,1986,3,BRG,BRG,TWL,211,4460,N
CD866308623,1,DOVR,68,1986,3,BRG,BRG,TWL,211,2527,N
CD866308624,1,DOVR,46,1986,3,BRG,BRG,TWL,211,4572,N
CD866308625,1,DOVR,75,1986,3,BRG,BRG,TWL,211,6299,N
CD866308626,1,DOVR,74,1986,3,BRG,BRG,TWL,211,16233,N
CD866308627,1,DOVR,38,1986,3,BRG,BRG,TWL,211,10350,N
CD866308628,1,DOVR,84,1986,3,BRG,BRG,TWL,211,2360,N
CD866308629,1,DOVR,41,1986,3,BRG,BRG,TWL,211,3569,N
CD866308630,1,DOVR,43,1986,3,BRG,BRG,TWL,211,17092,N
CD866408631,1,DOVR,44,1986,4,BRG,BRG,TWL,211,20843,N
CD866408632,1,DOVR,53,1986,4,BRG,BRG,TWL,211,10688,N
CD866408633,1,DOVR,63,1986,4,BRG,BRG,TWL,211,25478,N
CD866408634,1,DOVR,47,1986,4,BRG,BRG,TWL,211,11538,N
CD866408635,1,DOVR,54,1986,4,BRG,BRG,TWL,211,10289,N
CD866408636,1,DOVR,66,1986,4,BRG,BRG,TWL,211,26995,N
CD866408637,1,DOVR,87,1986,4,BRG,BRG,TWL,211,12654,N
CD866408638,1,DOVR,34,1986,4,BRG,BRG,TWL,211,11884,N
CD866408639,1,DOVR,41,1986,4,BRG,BRG,TWL,211,8805,N
CD866408640,1,DOVR,56,1986,4,BRG,BRG,TWL,211,395,N
CD866408641,1,DOVR,49,1986,4,BRG,BRG,TWL,211,5685,N
CD866408642,1,DOVR,59,1986,4,BRG,BRG,TWL,211,9224,N
CD867108601,1,DOVR,41,1986,1,FLN,ERK,TWL,211,5509,N
CD867108603,1,DOVR,39,1986,1,FLN,ERK,TWL,211,18217,N
CD867108605,1,DOVR,38,1986,1,FLN,ERK,TWL,211,8634,N
CD867108607,1,DOVR,33,1986,1,FLN,ERK,TWL,211,55035,N
CD867108608,1,DOVR,40,1986,1,FLN,ERK,TWL,211,44543,N
CD867108609,1,DOVR,37,1986,1,FLN,ERK,TWL,211,2578,N
CD867108610,1,DOVR,31,1986,1,FLN,ERK,TWL,211,22394,N
CD867208611,1,DOVR,32,1986,2,FLN,ERK,TWL,211,7117,N
CD867208612,1,DOVR,24,1986,2,FLN,ERK,TWL,211,30497,N
CD867208613,1,DOVR,21,1986,2,FLN,ERK,TWL,211,7528,N
CD867208615,1,DOVR,37,1986,2,FLN,ERK,TWL,211,39491,N
CD867208617,1,DOVR,27,1986,2,FLN,ERK,TWL,211,4018,N
CD867208618,1,DOVR,21,1986,2,FLN,ERK,TWL,211,12210,N
CD867208619,1,DOVR,21,1986,2,FLN,ERK,TWL,211,5776,N
CD867208620,1,DOVR,34,1986,2,FLN,ERK,TWL,211,14475,N
CD867208622,1,DOVR,24,1986,2,FLN,ERK,TWL,211,2616,N
CD867208623,1,DOVR,37,1986,2,FLN,ERK,TWL,211,3617,N
CD867308625,1,DOVR,24,1986,3,FLN,ERK,TWL,211,7609,N
CD867308626,1,DOVR,29,1986,3,FLN,ERK,TWL,211,17813,N
CD867308627,1,DOVR,35,1986,3,FLN,ERK,TWL,211,6091,N
CD867308629,1,DOVR,25,1986,3,FLN,ERK,TWL,211,16266,N
CD867308630,1,DOVR,19,1986,3,FLN,ERK,TWL,211,27260,N
CD867308631,1,DOVR,23,1986,3,FLN,ERK,TWL,211,31747,N
CD867308633,1,DOVR,28,1986,3,FLN,ERK,TWL,211,2773,N
CD867308634,1,DOVR,36,1986,3,FLN,ERK,TWL,211,9004,N
CD867408636,1,DOVR,34,1986,4,FLN,ERK,TWL,211,15668,N
CD867408637,1,DOVR,33,1986,4,FLN,ERK,TWL,211,5246,N
CD867408638,1,DOVR,31,1986,4,FLN,ERK,TWL,211,32797,N
CD867408639,1,DOVR,30,1986,4,FLN,ERK,TWL,211,8383,N
CD867408641,1,DOVR,22,1986,4,FLN,ERK,TWL,211,24984,N
CD867408642,1,DOVR,29,1986,4,FLN,ERK,TWL,211,12380,N
CD867408643,1,DOVR,25,1986,4,FLN,ERK,TWL,211,1392,N
CD867408644,1,DOVR,27,1986,4,FLN,ERK,TWL,211,16338,N
CD867408646,1,DOVR,28,1986,4,FLN,ERK,TWL,211,20700,N
CD867408647,1,DOVR,38,1986,4,FLN,ERK,TWL,211,5352,N
CD867408648,1,DOVR,31,1986,4,FLN,ERK,TWL,211,7414,N
CD871108701,1,DOVR,60,1987,1,MRO,MRO,TWL,211,3306,N
CD871108702,1,DOVR,71,1987,1,MRO,MRO,TWL,211,49563,N
CD871108703,1,DOVR,58,1987,1,MRO,MRO,TWL,211,26147,N
CD871208704,1,DOVR,55,1987,2,MRO,MRO,TWL,211,6478,N
CD871208705,1,DOVR,57,1987,2,AVL,MRO,TWL,211,432,N
CD871208706,1,DOVR,70,1987,2,MRO,MRO,TWL,211,10668,N
CD871208707,1,DOVR,54,1987,2,MRO,MRO,TWL,211,7302,N
CD871208708,1,DOVR,72,1987,2,MRO,MRO,TWL,211,11218,N
CD871208709,1,DOVR,67,1987,2,MRO,MRO,TWL,211,5052,N
CD871208710,1,DOVR,49,1987,2,MRO,MRO,TWL,211,29088,N
CD871208711,1,DOVR,55,1987,2,MRO,MRO,TWL,211,8193,N
CD871208712,1,DOVR,65,1987,2,MRO,MRO,TWL,211,16966,N
CD871208713,1,DOVR,65,1987,2,MRO,MRO,TWL,211,37539,N
CD871308714,1,DOVR,54,1987,3,MRO,MRO,TWL,211,13300,N
CD871308715,1,DOVR,51,1987,3,MRO,MRO,TWL,211,2133,N
CD871308716,1,DOVR,68,1987,3,MRO,MRO,TWL,211,24710,N
CD871308717,1,DOVR,63,1987,3,MRO,MRO,TWL,211,24710,N
CD871308718,1,DOVR,59,1987,3,MRO,MRO,TWL,211,18398,N
CD871308719,1,DOVR,57,1987,3,MRO,MRO,TWL,211,16729,N
CD871308720,1,DOVR,66,1987,3,MRO,MRO,TWL,211,10424,N
CD871408722,1,DOVR,84,1987,4,MRO,MRO,TWL,211,20108,N
CD871408723,1,DOVR,70,1987,4,MRO,MRO,TWL,211,15699,N
CD871408724,1,DOVR,50,1987,4,MRO,MRO,TWL,211,3948,N
CD871408725,1,DOVR,81,1987,4,MRO,MRO,TWL,211,13434,N
CD871408726,1,DOVR,84,1987,4,MRO,MRO,TWL,211,26384,N
CD876108701,1,DOVR,49,1987,1,BRG,BRG,TWL,211,3905,N
CD876108702,1,DOVR,57,1987,1,BRG,BRG,TWL,211,2632,N
CD876108703,1,DOVR,36,1987,1,BRG,BRG,TWL,211,8180,N
CD876108704,1,DOVR,37,1987,1,BRG,BRG,TWL,211,2081,N
CD876108705,1,DOVR,63,1987,1,BRG,BRG,TWL,211,1872,N
CD876108706,1,DOVR,41,1987,1,BRG,BRG,TWL,211,2798,N
CD876108707,1,DOVR,51,1987,1,BRG,BRG,TWL,211,5234,N
CD876108708,1,DOVR,43,1987,1,BRG,BRG,TWL,211,10270,N
CD876108709,1,DOVR,32,1987,1,BRG,BRG,TWL,211,9082,N
CD876108710,1,DOVR,70,1987,1,BRG,BRG,TWL,211,874,N
CD876108711,1,DOVR,56,1987,1,BRG,BRG,TWL,211,7306,N
CD876108712,1,DOVR,42,1987,1,BRG,BRG,TWL,211,7591,N
CD876208713,1,DOVR,65,1987,2,BRG,BRG,TWL,211,17670,N
CD876208714,1,DOVR,47,1987,2,BRG,BRG,TWL,211,12686,N
CD876208715,1,DOVR,74,1987,2,BRG,BRG,TWL,211,9561,N
CD876208716,1,DOVR,42,1987,2,BRG,BRG,TWL,211,7730,N
CD876208717,1,DOVR,62,1987,2,BRG,BRG,TWL,211,12413,N
CD876208718,1,DOVR,77,1987,2,BRG,BRG,TWL,211,7795,N
CD876208719,1,DOVR,38,1987,2,BRG,BRG,TWL,211,11790,N
CD876208720,1,DOVR,35,1987,2,BRG,BRG,TWL,211,1216,N
CD876208721,1,DOVR,48,1987,2,BRG,BRG,TWL,211,3976,N
CD876208722,1,DOVR,47,1987,2,BRG,BRG,TWL,211,7393,N
CD876208723,1,DOVR,88,1987,2,BRG,BRG,TWL,211,15181,N
CD876208724,1,DOVR,40,1987,2,BRG,BRG,TWL,211,4109,N
CD876308725,1,DOVR,39,1987,3,BRG,BRG,TWL,211,4669,N
CD876308726,1,DOVR,61,1987,3,BRG,BRG,TWL,211,3472,N
CD876308727,1,DOVR,69,1987,3,BRG,BRG,TWL,211,6579,N
CD876308728,1,DOVR,80,1987,3,BRG,BRG,TWL,211,680,N
CD876308729,1,DOVR,71,1987,3,BRG,BRG,TWL,211,5625,N
CD876308730,1,DOVR,67,1987,3,BRG,BRG,TWL,211,3933,N
CD876308731,1,DOVR,64,1987,3,BRG,BRG,TWL,211,6840,N
CD876308732,1,DOVR,84,1987,3,BRG,BRG,TWL,211,11923,N
CD876308733,1,DOVR,76,1987,3,BRG,BRG,TWL,211,6759,N
CD876308734,1,DOVR,73,1987,3,BRG,BRG,TWL,211,12606,N
CD876308735,1,DOVR,46,1987,3,BRG,BRG,TWL,211,2912,N
CD876308736,1,DOVR,48,1987,3,BRG,BRG,TWL,211,6560,N
CD876408737,1,DOVR,40,1987,4,BRG,BRG,TWL,211,6189,N
CD876408738,1,DOVR,66,1987,4,BRG,BRG,TWL,211,1932,N
CD876408739,1,DOVR,45,1987,4,BRG,BRG,TWL,211,2622,N
CD876408740,1,DOVR,45,1987,4,BRG,BRG,TWL,211,12269,N
CD876408741,1,DOVR,48,1987,4,BRG,BRG,TWL,211,5258,N
CD876408742,1,DOVR,36,1987,4,BRG,BRG,TWL,211,807,N
CD876408743,1,DOVR,40,1987,4,BRG,BRG,TWL,211,5178,N
CD876408744,1,DOVR,38,1987,4,BRG,BRG,TWL,211,2692,N
CD876408745,1,DOVR,39,1987,4,BRG,BRG,TWL,211,4117,N
CD877108701,1,DOVR,36,1987,1,FLN,ERK,TWL,211,16076,N
CD877108702,1,DOVR,24,1987,1,FLN,ERK,TWL,211,8893,N
CD877108704,1,DOVR,23,1987,1,FLN,ERK,TWL,211,9533,N
CD877108705,1,DOVR,35,1987,1,FLN,ERK,TWL,211,12053,N
CD877108707,1,DOVR,31,1987,1,FLN,ERK,TWL,211,40788,N
CD877108708,1,DOVR,33,1987,1,FLN,ERK,TWL,211,33917,N
CD877208710,1,DOVR,37,1987,2,FLN,ERK,TWL,211,17287,N
CD877208711,1,DOVR,28,1987,2,FLN,ERK,TWL,211,31300,N
CD877208713,1,DOVR,38,1987,2,FLN,ERK,TWL,211,6290,N
CD877208715,1,DOVR,23,1987,2,FLN,ERK,TWL,211,10286,N
CD877208716,1,DOVR,38,1987,2,FLN,ERK,TWL,211,15249,N
CD877208717,1,DOVR,38,1987,2,FLN,ERK,TWL,211,16186,N
CD877208719,1,DOVR,36,1987,2,FLN,ERK,TWL,211,15260,N
CD877208720,1,DOVR,35,1987,2,FLN,ERK,TWL,211,8321,N
CD877208721,1,DOVR,37,1987,2,FLN,ERK,TWL,211,12654,N
CD877208722,1,DOVR,37,1987,2,FLN,ERK,TWL,211,8249,N
CD877308723,1,DOVR,20,1987,3,FLN,ERK,TWL,211,17729,N
CD877308724,1,DOVR,33,1987,3,FLN,ERK,TWL,211,13526,N
CD877308725,1,DOVR,24,1987,3,FLN,ERK,TWL,211,4562,N
CD877308727,1,DOVR,22,1987,3,FLN,ERK,TWL,211,18344,N
CD877308728,1,DOVR,35,1987,3,FLN,ERK,TWL,211,5805,N
CD877308729,1,DOVR,24,1987,3,FLN,ERK,TWL,211,9338,N
CD877308730,1,DOVR,28,1987,3,FLN,ERK,TWL,211,17587,N
CD877308731,1,DOVR,25,1987,3,FLN,ERK,TWL,211,16096,N
CD877308734,1,DOVR,22,1987,3,FLN,ERK,TWL,211,14865,N
CD877308735,1,DOVR,31,1987,3,FLN,ERK,TWL,211,12151,N
CD877308737,1,DOVR,25,1987,3,FLN,ERK,TWL,211,6292,N
CD877408744,1,DOVR,27,1987,4,FLN,ERK,TWL,211,8920,N
CD881108801,1,DOVR,65,1988,1,MRO,MRO,TWL,211,9629,N
CD881108802,1,DOVR,49,1988,1,MRO,MRO,TWL,211,10023,N
CD881208803,1,DOVR,48,1988,2,MRO,MRO,TWL,211,2842,N
CD881208804,1,DOVR,55,1988,2,MRO,MRO,TWL,211,11388,N
CD881208805,1,DOVR,76,1988,2,MRO,MRO,TWL,211,501,N
CD881208806,1,DOVR,57,1988,2,MRO,MRO,TWL,211,3825,N
CD881208807,1,DOVR,28,1988,2,MRO,MRO,TWL,211,14300,N
CD881208808,1,DOVR,67,1988,2,MRO,MRO,TWL,211,21032,N
CD881208809,1,DOVR,61,1988,2,MRO,MRO,TWL,211,23540,N
CD881208810,1,DOVR,52,1988,2,MRO,MRO,TWL,211,4330,N
CD881308811,1,DOVR,53,1988,3,MRO,MRO,TWL,211,5456,N
CD881308812,1,DOVR,48,1988,3,MRO,MRO,TWL,211,3663,N
CD881308813,1,DOVR,51,1988,3,MRO,MRO,TWL,211,19856,N
CD881308814,1,DOVR,60,1988,3,MRO,MRO,TWL,211,4146,N
CD881308815,1,DOVR,41,1988,3,MRO,MRO,TWL,211,5199,N
CD881308816,1,DOVR,54,1988,3,MRO,MRO,TWL,211,5574,N
CD881308817,1,DOVR,61,1988,3,MRO,MRO,TWL,211,12213,N
CD881308818,1,DOVR,45,1988,3,MRO,MRO,TWL,211,5073,N
CD881308819,1,DOVR,61,1988,3,MRO,MRO,TWL,211,24048,N
CD881408820,1,DOVR,58,1988,4,MRO,MRO,TWL,211,6668,N
CD881408821,1,DOVR,66,1988,4,MRO,MRO,TWL,211,3384,N
CD881408822,1,DOVR,47,1988,4,MRO,MRO,TWL,211,9608,N
CD881408823,1,DOVR,51,1988,4,MRO,MRO,TWL,211,2935,N
CD886108801,1,DOVR,50,1988,1,BRG,BRG,TWL,211,4299,N
CD886108802,1,DOVR,57,1988,1,BRG,BRG,TWL,211,945,N
CD886108803,1,DOVR,86,1988,1,BRG,BRG,TWL,211,3463,N
CD886108804,1,DOVR,67,1988,1,BRG,BRG,TWL,211,8517,N
CD886108805,1,DOVR,38,1988,1,BRG,BRG,TWL,211,7980,N
CD886108806,1,DOVR,73,1988,1,BRG,BRG,TWL,211,1183,N
CD886108807,1,DOVR,44,1988,1,BRG,BRG,TWL,211,13120,N
CD886108808,1,DOVR,36,1988,1,BRG,BRG,TWL,211,14220,N
CD886108809,1,DOVR,85,1988,1,BRG,BRG,TWL,211,1197,N
CD886108810,1,DOVR,53,1988,1,BRG,BRG,TWL,211,1791,N
CD886108811,1,DOVR,71,1988,1,BRG,BRG,TWL,211,10981,N
CD886108812,1,DOVR,48,1988,1,BRG,BRG,TWL,211,6977,N
CD886208813,1,DOVR,43,1988,2,BRG,BRG,TWL,211,7149,N
CD886208814,1,DOVR,66,1988,2,BRG,BRG,TWL,211,6023,N
CD886208815,1,DOVR,49,1988,2,BRG,BRG,TWL,211,3224,N
CD886208816,1,DOVR,77,1988,2,BRG,BRG,TWL,211,8806,N
CD886208817,1,DOVR,44,1988,2,BRG,BRG,TWL,211,2623,N
