,1951,1955,1957,1960,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
245,,,,,,9.7930593654,13.2403614115,5.5546922181,6.9671788722,19.2953660187,4.9264667794,7.6865763782,1.2215242645,14.4841117024,1.0205828426,0.7565920807,0.2766913484,2.0017031486,0.4971372424,4.5858189061,32.4949041165,44.475639504,59.5566787712,44.0678599593,42.2584799775,62.8239046447,49.1059104629,52.5015029783,46.6515221245,18.8866792892,24.3996410089,16.2454108925,6.886893022,11.9830033494,13.9479655157,15.2788055425,23.6652749545,15.4257694718,9.8089350985,11.6886218984,3.104386211,0.825991714,0.025401173,0.0512559383,0.0049895161,0.0308442815,0.0385553518,,0.0589670087,,0.0612349706,0.0299370967,0.014514956,0.0830074045,0.191415982,0.0902648825
246,,,,26.818649142,8.1383543832,2.7832428099,2.7637383378,0.1374384895,0.4218409083,0.1387992666,0.0312978738,0.0938936215,0.0226796187,0.0185972874,,,,0.0127005865,0.1433351903,0.4504172279,0.7080576966,0.2893919349,1.7227438383,4.5871796833,2.5328598192,0.1968590905,0.5928452335,0.3365655419,0.3116179613,0.3184218469,0.7506953798,1.1548461855,4.5132441262,2.8367667101,,0.3873678878,1.0881681064,0.0018143695,0.2208994864,0.1483247065,,,,,,,,,,,,,,,,
247,,,,10.6312980734,2.8571783669,1.2537293231,0.0802858503,,0.1809833574,,,,,0.3429158351,3.3769952281,0.0471736069,0.7257477992,1.0387265376,,0.0585134163,0.0199580645,0.1043262461,,0.4000684743,0.9117206727,5.4494587872,0.4354486795,1.2510077689,1.7549488969,2.4861398046,3.5012795387,47.2071727832,27.5512008268,48.8999795248,38.613411656,94.0192666083,155.6366155368,185.5260850542,216.4501987778,181.1530009717,105.5441416594,16.0975397785,14.3525699138,10.8199925012,0.5216312307,0.9298643677,2.0928752159,1.9069023424,1.0219436197,0.807848019,1.0509735317,0.4436133423,0.3265865096,0.5574650283,1.6175104075,1.0219436197
248,,,,,6.6827764534,7.152244561,6.6868587848,6.6542001338,4.5912620146,4.1022894349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,,,,161.9066229295,63.8971042028,53.7125946182,99.2646088269,70.7372772102,47.9959699225,53.2621773904,19.0395399194,21.7538366884,17.7994183676,44.6239642105,30.219684766,17.4011642628,18.8562886001,35.3348459732,31.77732098,40.2427154652,25.3948226785,1.461928223,19.4296293615,0.8967521244,2.4630065935,0.0158757331,0.0444520527,0.0312978738,0.0190508797,0.0303906891,0.2449398822,0.0467200146,0.7221190602,0.9833882679,1.2686978715,22.1938212917,21.5279476859,14.0119220405,14.5426251187,10.4784374432,10.6136079708,10.4117593642,11.5638839954,8.1973213919,6.1792889177,14.138474313,16.5806156573,16.2971204232,18.0498013583,14.0872183747,12.4293382459,13.1709617782,17.2777871369,17.7844498192,23.269742404,9.0314777686
250,7624.8642284625,7017.8832422384,9911.4868912257,7534.5821094277,7150.4020688167,4089.3806495497,4357.6764567323,5046.1589208058,6708.6012816888,8418.214527965,2043.5089434355,1877.1920418488,2067.1333950763,9548.992648447,5065.5540771468,4228.1091557349,3685.7115589761,4349.6519540351,4151.447054929,5060.2719939458,10428.0365265239,11770.031750559,11189.6231128176,8323.1225153911,8321.6878027106,8257.2218936702,6545.4871958584,6283.1779008344,7175.1722947955,5939.9341184292,6969.5321094867,7397.2946662163,5248.2266125731,3923.177599649,3275.2839420226,2069.2611969051,2031.9396163316,1757.5184977238,1774.567674304,1380.598656659,292.3534395411,23.2652064802,17.4692031189,18.9882839811,11.015944407,3.1855792461,4.5826437595,3.27992646,13.85135034,0.9924601154,0.9003808634,8.1433438993,3.375634451,1.2532757307,0.2812272722,0.0635029324
251,,,,,,,,,,,,,,,0.2925670815,2.9197741146,,,,,0.2336000729,,,,,0.0009071847,0.1274594572,0.0308442815,0.1006975071,0.0199580645,0.0058967009,,0.0185972874,,0.03628739,0.0158757331,,0.0031751466,0.4077795447,0.9412041771,10.7351707272,14.6006849426,8.9960975634,8.6119048222,7.5718175075,10.5215287188,10.2452909627,8.3760367874,10.3650393496,12.1100092143,11.5067313562,10.4326246134,12.3413413253,10.9606061373,10.4893236602,5.6626472032
252,662.6245235806,778.0905448397,382.1806054243,319.8819607492,338.8815845397,214.3305616118,100.2960778865,96.7131517204,97.314615209,156.060724407,59.7521770846,42.7864615014,30.6102278004,166.294221968,28.511909476,83.6038785051,35.9893797696,27.3244046396,40.3946689107,24.1492580181,62.5159154224,27.7603069115,25.5027776636,74.2185986844,17.1739144831,8.731653209,79.3668721349,22.1103602948,19.2332238633,27.9639698876,104.4618702539,129.0130111158,125.782979817,88.0744849481,39.2203182531,112.8832662788,111.1968098304,123.813481727,122.2045895747,85.5838092198,59.0867570713,50.198614493,104.2092193013,92.5192366258,57.7005787748,69.7094368896,75.8093471418,62.8148327972,81.1054917064,98.6917216579,94.4433754784,53.2526519505,26.5864098463,24.221832798,35.6274130547,20.4130176294
253,6886.8077465957,8211.253935254,11441.346922598,6066.7240733176,3341.5397265727,2603.3489813631,2956.7890667546,4294.8942825861,3241.2377519853,3781.9670359907,707.8327147694,1287.7927496525,1013.9771768647,4411.7600899129,3353.617077136,3168.9074583559,4320.7848817299,4244.5019841491,4311.1406006634,3369.1693988803,,4604.1880365374,3546.9063956797,2488.3692111294,898.362830899,462.471445226,101.6523190863,1.6596944983,0.2535581373,0.0122469941,0.0013607771,2.6956994816,981.1729227488,1370.5810690682,1172.2654934228,863.8140605109,763.1383258069,463.9016219828,272.8181231563,139.7536249515,68.5477868185,24.7897304509,21.9370880077,19.4105784818,0.6205143683,8.7556936049,7.1513373763,4.929641926,6.0563653843,6.9953015995,5.9089478626,4.1993582031,7.5645600295,12.3730927915,16.5602040004,5.058008568
