YEAR,MONTH,QRTR,mcat,port_complex,gear_grp,live_fish,lbs
1960,7,3,253,BDG ,TWL,N,403689
1960,7,3,253,OSF ,TWL,N,148120
1960,7,3,253,MNT ,TWL,N,569345
1960,7,3,253,MRO ,HKL,N,6320
1960,8,3,253,MRO ,TWL,N,1468
1960,8,3,253,MNT ,HKL,N,6228
1960,8,3,253,OSD ,HKL,N,6692
1960,8,3,253,CRS ,HKL,N,75
1960,8,3,253,OLA ,UNK,N,6998
1960,8,3,253,BDG ,TWL,N,101385
1960,8,3,253,OSF ,TWL,N,217235
1960,8,3,253,MNT ,TWL,N,236062
1960,8,3,253,OLA ,HKL,N,945
1960,8,3,253,MNT ,UNK,N,16772
1960,8,3,253,OSF ,UNK,N,105
1960,8,3,253,BDG ,UNK,N,3466
1960,8,3,253,MRO ,HKL,N,1400
1960,9,3,253,MNT ,UNK,N,16828
1960,9,3,253,OSD ,HKL,N,7141
1960,9,3,253,OSB ,HKL,N,1580
1960,9,3,253,BDG ,TWL,N,60705
1960,9,3,253,OSF ,HKL,N,208
1960,9,3,253,BDG ,UNK,N,156
1960,9,3,253,MNT ,HKL,N,5674
1960,9,3,253,OSF ,TWL,N,313560
1960,9,3,253,MRO ,TWL,N,30660
1960,9,3,253,MRO ,HKL,N,1800
1960,9,3,253,OSF ,UNK,N,9260
1960,9,3,253,OLA ,UNK,N,7011
1960,9,3,253,MNT ,TWL,N,166975
1960,10,4,253,MNT ,HKL,N,20157
1960,10,4,253,OSF ,UNK,N,1785
1960,10,4,253,MNT ,TWL,N,124666
1960,10,4,253,OLA ,HKL,N,1265
1960,10,4,253,OLA ,UNK,N,15468
1960,10,4,253,OSD ,HKL,N,2969
1960,10,4,253,BDG ,TWL,N,156285
1960,10,4,253,MRO ,TWL,N,25805
1960,10,4,253,MNT ,UNK,N,29964
1960,10,4,253,OSF ,TWL,N,288195
1960,11,4,253,MNT ,HKL,N,16090
1960,11,4,253,MNT ,UNK,N,10520
1960,11,4,253,OLA ,UNK,N,41838
1960,11,4,253,OLA ,HKL,N,5492
1960,11,4,253,BDG ,TWL,N,66225
1960,11,4,253,MRO ,TWL,N,1120
1960,11,4,253,OSD ,HKL,N,1309
1960,11,4,253,OSF ,TWL,N,377434
1960,11,4,253,MNT ,TWL,N,67081
1960,12,4,253,MRO ,HKL,N,1300
1960,12,4,253,OLA ,UNK,N,38826
1960,12,4,253,MNT ,HKL,N,1674
1960,12,4,253,MRO ,TWL,N,62040
1960,12,4,253,OSD ,HKL,N,2952
1960,12,4,253,BDG ,TWL,N,13150
1960,12,4,253,MNT ,TWL,N,66925
1960,12,4,253,OSF ,TWL,N,190140
1960,12,4,253,OLA ,HKL,N,3601
1960,12,4,253,MNT ,UNK,N,38230
1963,1,1,253,MNT ,UNK,N,123594
1963,1,1,253,OLA ,UNK,N,66801
1963,1,1,253,OSF ,HKL,N,6265
1963,1,1,253,OSD ,UNK,N,1360
1963,1,1,253,OSF ,TWL,N,295695
1963,1,1,253,MRO ,HKL,N,15880
1963,1,1,253,MNT ,HKL,N,18334
1963,1,1,253,OSB ,HKL,N,14418
1963,1,1,253,OSD ,NET,N,76
1963,1,1,253,BDG ,TWL,N,12720
1963,1,1,253,OLA ,HKL,N,2197
1963,1,1,253,OSD ,HKL,N,32379
1963,1,1,253,OSF ,UNK,N,480
1963,1,1,253,MNT ,TWL,N,58374
1963,2,1,253,MNT ,TWL,N,76161
1963,2,1,253,OSF ,TWL,N,385137
1963,2,1,253,BDG ,TWL,N,11205
1963,2,1,253,OSF ,HKL,N,249
1963,2,1,253,MRO ,HKL,N,11008
1963,2,1,253,OLA ,HKL,N,740
1963,2,1,253,MNT ,UNK,N,6259
1963,2,1,253,OSD ,UNK,N,57
1963,2,1,253,OSB ,HKL,N,11649
1963,2,1,253,OSD ,HKL,N,30627
1963,2,1,253,OLA ,UNK,N,41120
1963,2,1,253,MNT ,HKL,N,5550
1963,3,1,253,MNT ,HKL,N,29061
1963,3,1,253,OSB ,HKL,N,16666
1963,3,1,253,OLA ,HKL,N,2816
1963,3,1,253,MRO ,HKL,N,15580
1963,3,1,253,MNT ,TWL,N,57660
1963,3,1,253,OLA ,UNK,N,36010
1963,3,1,253,OSF ,HKL,N,228
1963,3,1,253,OSD ,HKL,N,6203
1963,3,1,253,MNT ,UNK,N,42351
1963,3,1,253,BDG ,TWL,N,10035
1963,3,1,253,OSF ,TWL,N,205545
1963,4,2,253,OSF ,TWL,N,179385
1963,4,2,253,OSF ,HKL,N,482
1963,4,2,253,BRG ,TWL,N,7335
1963,4,2,253,MNT ,UNK,N,9982
1963,4,2,253,OSB ,OTH,N,5629
1963,4,2,253,OSB ,HKL,N,5709
1963,4,2,253,MNT ,TWL,N,251280
1963,4,2,253,OLA ,UNK,N,40771
1963,4,2,253,BDG ,TWL,N,23415
1963,4,2,253,OSD ,HKL,N,18305
1963,4,2,253,MRO ,HKL,N,8628
1963,4,2,253,MNT ,HKL,N,9757
1963,4,2,253,MRO ,TWL,N,1200
1963,4,2,253,OLA ,HKL,N,1005
1963,5,2,253,OSD ,HKL,N,17150
1963,5,2,253,BDG ,TWL,N,77010
1963,5,2,253,BDG ,UNK,N,277
1963,5,2,253,OLA ,UNK,N,53915
1963,5,2,253,MRO ,HKL,N,10427
1963,5,2,253,OSF ,TWL,N,108561
1963,5,2,253,OSB ,HKL,N,11067
1963,5,2,253,MNT ,TWL,N,292179
1963,5,2,253,OLA ,HKL,N,3114
1963,5,2,253,CRS ,HKL,N,240
1963,5,2,253,MNT ,UNK,N,8978
1963,5,2,253,MNT ,HKL,N,2388
1963,5,2,253,OSD ,UNK,N,2320
1963,6,2,253,MNT ,TWL,N,228960
1963,6,2,253,BRG ,TWL,N,9450
1963,6,2,253,MRO ,HKL,N,6711
1963,6,2,253,OLA ,UNK,N,17563
1963,6,2,253,OLA ,HKL,N,1293
1963,6,2,253,OSF ,TWL,N,121275
1963,6,2,253,OSD ,HKL,N,17056
1963,6,2,253,ERK ,TWL,N,5922
1963,6,2,253,OSB ,HKL,N,10998
1963,6,2,253,OSD ,UNK,N,10736
1963,6,2,253,MNT ,HKL,N,7573
1963,6,2,253,BDG ,TWL,N,94575
1963,6,2,253,MNT ,UNK,N,1522
1963,7,3,253,OSB ,HKL,N,1824
1963,7,3,253,MRO ,HKL,N,6032
1963,7,3,253,BDG ,UNK,N,1040
1963,7,3,253,OLA ,HKL,N,726
1963,7,3,253,OLA ,UNK,N,9826
1963,7,3,253,MNT ,UNK,N,16154
1963,7,3,253,MNT ,HKL,N,15268
1963,7,3,253,OSF ,TWL,N,185225
1963,7,3,253,MNT ,TWL,N,206109
1963,7,3,253,BDG ,TWL,N,22995
1963,7,3,253,OSD ,HKL,N,700
1963,8,3,253,MRO ,HKL,N,4133
1963,8,3,253,MNT ,UNK,N,27553
1963,8,3,253,MNT ,TWL,N,317718
1963,8,3,253,OLA ,UNK,N,15333
1963,8,3,253,OSD ,HKL,N,2948
1963,8,3,253,OLA ,HKL,N,435
1963,8,3,253,BDG ,TWL,N,87705
1963,8,3,253,OSF ,TWL,N,192520
1963,8,3,253,MNT ,HKL,N,7040
1963,9,3,253,MNT ,TWL,N,149410
1963,9,3,253,MRO ,HKL,N,1352
1963,9,3,253,OLA ,UNK,N,11434
1963,9,3,253,OSF ,TWL,N,322995
1963,9,3,253,BDG ,TWL,N,255645
1963,9,3,253,MNT ,HKL,N,8572
1963,9,3,253,OLA ,HKL,N,3461
1963,9,3,253,BRG ,TWL,N,34758
1963,9,3,253,MNT ,UNK,N,16629
1963,10,4,253,MNT ,UNK,N,12528
1963,10,4,253,OLA ,UNK,N,3042
1963,10,4,253,BRG ,TWL,N,91335
1963,10,4,253,OSF ,TWL,N,305325
1963,10,4,253,MRO ,HKL,N,463
1963,10,4,253,MNT ,HKL,N,2720
1963,10,4,253,OSB ,HKL,N,3804
1963,10,4,253,BDG ,TWL,N,97155
1963,10,4,253,OLA ,HKL,N,4329
1963,10,4,253,OSD ,HKL,N,440
1963,10,4,253,MNT ,TWL,N,330215
1963,11,4,253,MRO ,HKL,N,421
1963,11,4,253,MNT ,TWL,N,136949
1963,11,4,253,OSF ,TWL,N,290683
1963,11,4,253,OLA ,UNK,N,5318
1963,11,4,253,OSB ,OTH,N,90
1963,11,4,253,BDG ,TWL,N,174030
1963,11,4,253,OSD ,HKL,N,2368
1963,11,4,253,OSB ,HKL,N,6594
1963,11,4,253,OLA ,HKL,N,4911
1963,11,4,253,MNT ,UNK,N,3422
1963,12,4,253,ERK ,TWL,N,38268
1963,12,4,253,OLA ,UNK,N,45013
1963,12,4,253,OSD ,UNK,N,204
1963,12,4,253,OSB ,HKL,N,24312
1963,12,4,253,OLA ,HKL,N,34510
1963,12,4,253,MNT ,UNK,N,36510
1963,12,4,253,OSF ,TWL,N,165840
1963,12,4,253,BDG ,TWL,N,53970
1963,12,4,253,MNT ,HKL,N,5003
1963,12,4,253,MRO ,HKL,N,1030
1963,12,4,253,MNT ,TWL,N,224745
1963,12,4,253,OSD ,HKL,N,420
1963,12,4,253,CRS ,HKL,N,694
1964,1,1,253,OSF ,TWL,N,258295
1964,1,1,253,OSB ,UNK,N,2421
1964,1,1,253,MNT ,UNK,N,33310
1964,1,1,253,MRO ,TWL,N,19935
1964,1,1,253,MRO ,HKL,N,9525
1964,1,1,253,OLA ,UNK,N,46945
1964,1,1,253,MNT ,HKL,N,816
1964,1,1,253,OLA ,HKL,N,7761
1964,1,1,253,OSB ,HKL,N,15621
1964,1,1,253,BDG ,TWL,N,106035
1964,1,1,253,OSD ,HKL,N,273
1964,1,1,253,MNT ,TWL,N,140470
1964,2,1,253,BDG ,TWL,N,136245
1964,2,1,253,MRO ,TWL,N,51
1964,2,1,253,MNT ,TWL,N,102475
1964,2,1,253,MNT ,UNK,N,52606
1964,2,1,253,OSF ,TWL,N,150025
1964,2,1,253,OLA ,UNK,N,74976
1964,2,1,253,BDG ,UNK,N,4632
1964,2,1,253,OSB ,HKL,N,10584
1964,2,1,253,MRO ,HKL,N,135
1964,2,1,253,OLA ,HKL,N,22084
1964,2,1,253,OSD ,HKL,N,14541
1964,2,1,253,MNT ,HKL,N,10431
1964,2,1,253,OSD ,UNK,N,654
1964,3,1,253,MNT ,HKL,N,4518
1964,3,1,253,OLA ,UNK,N,20181
1964,3,1,253,MRO ,UNK,N,570
1964,3,1,253,MRO ,HKL,N,501
1964,3,1,253,BDG ,TWL,N,1340
1964,3,1,253,OSD ,HKL,N,2357
1964,3,1,253,OLA ,HKL,N,9166
1964,3,1,253,MNT ,TWL,N,16070
1964,3,1,253,OSF ,TWL,N,45090
1964,3,1,253,MNT ,UNK,N,14490
1964,4,2,253,BRG ,TWL,N,28950
1964,4,2,253,MNT ,TWL,N,146965
1964,4,2,253,MRO ,TWL,N,963
1964,4,2,253,OLA ,HKL,N,17259
1964,4,2,253,OSD ,UNK,N,8264
1964,4,2,253,MNT ,UNK,N,7230
1964,4,2,253,MRO ,HKL,N,6000
1964,4,2,253,OSD ,HKL,N,17516
1964,4,2,253,OSF ,TWL,N,111905
1964,4,2,253,BDG ,TWL,N,19215
1964,4,2,253,MNT ,HKL,N,261
1964,4,2,253,OLA ,UNK,N,31897
1964,5,2,253,MRO ,HKL,N,6150
1964,5,2,253,OSF ,TWL,N,168050
1964,5,2,253,OLA ,UNK,N,20653
1964,5,2,253,OLA ,NET,N,180
1964,5,2,253,OLA ,HKL,N,5238
1964,5,2,253,BRG ,TWL,N,36770
1964,5,2,253,ERK ,TWL,N,480
1964,5,2,253,OSD ,HKL,N,7200
1964,5,2,253,MNT ,TWL,N,241108
1964,5,2,253,MNT ,HKL,N,63
1964,5,2,253,OSB ,HKL,N,3150
1964,5,2,253,OSD ,UNK,N,2742
1964,5,2,253,MNT ,UNK,N,1320
1964,5,2,253,BDG ,TWL,N,25455
1964,5,2,253,MRO ,TWL,N,231
1964,6,2,253,OSD ,UNK,N,2080
1964,6,2,253,OLA ,UNK,N,17486
1964,6,2,253,MNT ,HKL,N,300
1964,6,2,253,MRO ,HKL,N,10831
1964,6,2,253,MNT ,OTH,N,1104
1964,6,2,253,OSB ,HKL,N,8979
1964,6,2,253,MRO ,TWL,N,17871
1964,6,2,253,BDG ,TWL,N,42740
1964,6,2,253,BDG ,UNK,N,225
1964,6,2,253,MNT ,TWL,N,290246
1964,6,2,253,BRG ,TWL,N,16280
1964,6,2,253,MNT ,UNK,N,3900
1964,6,2,253,OSD ,HKL,N,16379
1964,6,2,253,OLA ,HKL,N,2841
1964,6,2,253,OSF ,TWL,N,249085
1964,6,2,253,OLA ,NET,N,174
1964,7,3,253,MNT ,HKL,N,2499
1964,7,3,253,OLA ,UNK,N,13850
1964,7,3,253,MNT ,TWL,N,159598
1964,7,3,253,OSB ,HKL,N,1803
1964,7,3,253,MRO ,TWL,N,2193
1964,7,3,253,MRO ,HKL,N,6000
1964,7,3,253,MNT ,UNK,N,960
1964,7,3,253,OSD ,HKL,N,3686
1964,7,3,253,BRG ,TWL,N,14700
1964,7,3,253,BDG ,TWL,N,840
1964,7,3,253,OSF ,TWL,N,154805
1964,7,3,253,ERK ,TWL,N,8343
1964,7,3,253,CRS ,HKL,N,453
1964,7,3,253,OLA ,HKL,N,1014
1964,8,3,253,MRO ,HKL,N,780
1964,8,3,253,MRO ,TWL,N,390
1964,8,3,253,OLA ,HKL,N,953
1964,8,3,253,MNT ,UNK,N,6562
1964,8,3,253,MNT ,HKL,N,3195
1964,8,3,253,OSF ,TWL,N,166965
1964,8,3,253,MNT ,TWL,N,220808
1964,8,3,253,BDG ,TWL,N,39725
1964,8,3,253,BRG ,TWL,N,4575
1964,8,3,253,OLA ,UNK,N,11362
1964,9,3,253,MNT ,HKL,N,2217
1964,9,3,253,OSD ,UNK,N,15
1964,9,3,253,BRG ,TWL,N,28770
1964,9,3,253,OLA ,HKL,N,1406
1964,9,3,253,OLA ,UNK,N,1150
1964,9,3,253,OSF ,TWL,N,239345
1964,9,3,253,BDG ,TWL,N,222400
1964,9,3,253,OSD ,HKL,N,320
1964,9,3,253,MNT ,UNK,N,5883
1964,9,3,253,MNT ,TWL,N,145604
1964,10,4,253,OSF ,TWL,N,434745
1964,10,4,253,BRG ,TWL,N,64125
1964,10,4,253,MNT ,UNK,N,10462
1964,10,4,253,MRO ,TWL,N,16056
1964,10,4,253,OLA ,UNK,N,7770
1964,10,4,253,MNT ,HKL,N,366
1964,10,4,253,OLA ,HKL,N,2928
1964,10,4,253,OSD ,HKL,N,180
1964,10,4,253,MNT ,TWL,N,73360
1964,11,4,253,OSD ,HKL,N,4702
1964,11,4,253,MNT ,TWL,N,93125
1964,11,4,253,BDG ,TWL,N,420
1964,11,4,253,OLA ,HKL,N,2227
1964,11,4,253,MNT ,UNK,N,7728
1964,11,4,253,OLA ,UNK,N,5418
1964,11,4,253,OSF ,TWL,N,314642
1964,11,4,253,MNT ,HKL,N,8687
1964,12,4,253,BDG ,TWL,N,4955
1964,12,4,253,OSB ,HKL,N,1944
1964,12,4,253,BRG ,TWL,N,2440
1964,12,4,253,OLA ,HKL,N,7057
1964,12,4,253,OLA ,UNK,N,10778
1964,12,4,253,MNT ,HKL,N,1488
1964,12,4,253,OLA ,NET,N,129
1964,12,4,253,OSF ,TWL,N,139819
1964,12,4,253,MNT ,UNK,N,3600
1964,12,4,253,MNT ,TWL,N,107221
1964,12,4,253,OSD ,HKL,N,8372
1964,12,4,253,OSD ,UNK,N,624
1965,1,1,253,OSB ,HKL,N,12609
1965,1,1,253,MNT ,UNK,N,14535
1965,1,1,253,MNT ,TWL,N,117615
1965,1,1,253,BDG ,TWL,N,22095
1965,1,1,253,OLA ,HKL,N,4926
1965,1,1,253,MNT ,HKL,N,16455
1965,1,1,253,OSD ,HKL,N,4602
1965,1,1,253,MRO ,HKL,N,1683
1965,1,1,253,OLA ,UNK,N,11772
1965,1,1,253,OSF ,TWL,N,162960
1965,2,1,253,MNT ,TWL,N,111180
1965,2,1,253,MNT ,UNK,N,12960
1965,2,1,253,OLA ,HKL,N,2091
1965,2,1,253,OSB ,HKL,N,1239
1965,2,1,253,BDG ,TWL,N,735
1965,2,1,253,OSD ,UNK,N,1731
1965,2,1,253,OLA ,UNK,N,26445
1965,2,1,253,OSD ,HKL,N,19005
1965,2,1,253,MNT ,OTH,N,36
1965,2,1,253,OSF ,TWL,N,130545
1965,2,1,253,MNT ,HKL,N,4281
1965,2,1,253,MRO ,HKL,N,855
1965,2,1,253,OSF ,UNK,N,3420
1965,3,1,253,OSB ,OTH,N,282
1965,3,1,253,MRO ,HKL,N,300
1965,3,1,253,MNT ,HKL,N,3429
1965,3,1,253,OSB ,HKL,N,2631
1965,3,1,253,MNT ,UNK,N,19821
1965,3,1,253,OSD ,HKL,N,4719
1965,3,1,253,BDG ,TWL,N,330
1965,3,1,253,OSF ,TWL,N,106731
1965,3,1,253,OLA ,UNK,N,53781
1965,3,1,253,MNT ,TWL,N,129810
1965,3,1,253,OLA ,HKL,N,3564
1965,3,1,253,BRG ,TWL,N,81855
1965,4,2,253,OSD ,HKL,N,3420
1965,4,2,253,OLA ,HKL,N,8028
1965,4,2,253,MNT ,HKL,N,783
1965,4,2,253,OSF ,TWL,N,56490
1965,4,2,253,MRO ,TWL,N,1725
1965,4,2,253,MNT ,TWL,N,121266
1965,4,2,253,OSB ,HKL,N,9108
1965,4,2,253,BRG ,TWL,N,18060
1965,4,2,253,OLA ,UNK,N,58206
1965,4,2,253,ERK ,TWL,N,1266
1965,4,2,253,MNT ,UNK,N,4410
1965,4,2,253,OSB ,OTH,N,6138
1965,4,2,253,BDG ,TWL,N,345
1965,4,2,253,MRO ,HKL,N,4500
1965,5,2,253,MRO ,HKL,N,2550
1965,5,2,253,OSD ,HKL,N,7203
1965,5,2,253,MNT ,TWL,N,153486
1965,5,2,253,OSF ,TWL,N,128145
1965,5,2,253,OLA ,UNK,N,21480
1965,5,2,253,OLA ,HKL,N,1308
1965,5,2,253,ERK ,TWL,N,516
1965,5,2,253,BRG ,TWL,N,4650
1965,6,2,253,MRO ,HKL,N,5400
1965,6,2,253,OSB ,HKL,N,3504
1965,6,2,253,OLA ,HKL,N,13521
1965,6,2,253,BRG ,TWL,N,22755
1965,6,2,253,OSF ,TWL,N,105030
1965,6,2,253,OSD ,HKL,N,15039
1965,6,2,253,MNT ,TWL,N,590946
1965,6,2,253,BDG ,TWL,N,3030
1965,6,2,253,MNT ,UNK,N,3426
1965,6,2,253,OSD ,NET,N,1320
1965,6,2,253,MRO ,TWL,N,86220
1965,6,2,253,MNT ,HKL,N,3420
1965,6,2,253,OLA ,UNK,N,42078
1965,7,3,253,MNT ,HKL,N,2748
1965,7,3,253,OLA ,UNK,N,9726
1965,7,3,253,OLA ,HKL,N,3900
1965,7,3,253,MNT ,UNK,N,834
1965,7,3,253,BDG ,TWL,N,9780
1965,7,3,253,OLA ,NET,N,585
1965,7,3,253,OSD ,HKL,N,8613
1965,7,3,253,BRG ,TWL,N,36405
1965,7,3,253,OSF ,TWL,N,80580
1965,7,3,253,MRO ,HKL,N,1350
1965,7,3,253,MNT ,TWL,N,647019
1965,8,3,253,OLA ,HKL,N,471
1965,8,3,253,MNT ,UNK,N,2091
1965,8,3,253,BRG ,TWL,N,20025
1965,8,3,253,OSF ,TWL,N,197115
1965,8,3,253,BDG ,TWL,N,735
1965,8,3,253,MNT ,HKL,N,2157
1965,8,3,253,MRO ,TWL,N,17280
1965,8,3,253,MRO ,HKL,N,1815
1965,8,3,253,MNT ,TWL,N,499032
1965,8,3,253,OLA ,UNK,N,4731
1965,9,3,253,OSF ,TWL,N,271020
1965,9,3,253,BRG ,TWL,N,43650
1965,9,3,253,MNT ,UNK,N,252
1965,9,3,253,MNT ,HKL,N,225
1965,9,3,253,MRO ,TWL,N,33435
1965,9,3,253,MNT ,TWL,N,306747
1965,9,3,253,OLA ,HKL,N,3237
1965,9,3,253,OSD ,HKL,N,1020
1965,9,3,253,OLA ,UNK,N,2892
1965,9,3,253,BDG ,TWL,N,11235
1965,10,4,253,MNT ,UNK,N,2625
1965,10,4,253,MNT ,TWL,N,386094
1965,10,4,253,BDG ,TWL,N,65970
1965,10,4,253,OLA ,HKL,N,3624
1965,10,4,253,BRG ,TWL,N,31650
1965,10,4,253,MNT ,HKL,N,19224
1965,10,4,253,OSD ,HKL,N,2352
1965,10,4,253,MRO ,HKL,N,225
1965,10,4,253,MRO ,UNK,N,690
1965,10,4,253,OLA ,UNK,N,4518
1965,10,4,253,OSF ,UNK,N,27
1965,10,4,253,OSF ,TWL,N,154800
1965,11,4,253,MNT ,TWL,N,314520
1965,11,4,253,MRO ,HKL,N,255
1965,11,4,253,BDG ,TWL,N,32130
1965,11,4,253,MNT ,UNK,N,31368
1965,11,4,253,MNT ,HKL,N,1968
1965,11,4,253,OSB ,HKL,N,8865
1965,11,4,253,OLA ,UNK,N,13257
1965,11,4,253,OSD ,HKL,N,10287
1965,11,4,253,OSF ,TWL,N,142185
1965,11,4,253,OLA ,HKL,N,1827
1965,11,4,253,BRG ,TWL,N,3825
1965,12,4,253,OLA ,UNK,N,18150
1965,12,4,253,MNT ,UNK,N,43551
1965,12,4,253,OLA ,FPT,N,465
1965,12,4,253,OSD ,HKL,N,15354
1965,12,4,253,MNT ,HKL,N,120
1965,12,4,253,MRO ,HKL,N,225
1965,12,4,253,OLA ,HKL,N,5838
1965,12,4,253,OSF ,TWL,N,154515
1965,12,4,253,OSF ,UNK,N,1476
1965,12,4,253,BDG ,TWL,N,570
1965,12,4,253,OSB ,HKL,N,1878
1965,12,4,253,MNT ,TWL,N,223671
1966,1,1,253,OSB ,HKL,N,4566
1966,1,1,253,MNT ,OTH,N,150
1966,1,1,253,OSF ,TWL,N,209910
1966,1,1,253,MNT ,HKL,N,14976
1966,1,1,253,MRO ,HKL,N,600
1966,1,1,253,MRO ,OTH,N,237
1966,1,1,253,BDG ,TWL,N,3405
1966,1,1,253,OLA ,HKL,N,8691
1966,1,1,253,OSD ,HKL,N,345
1966,1,1,253,OLA ,UNK,N,15087
1966,1,1,253,MNT ,UNK,N,21327
1966,1,1,253,MNT ,TWL,N,318063
1966,1,1,253,MRO ,TWL,N,36240
1966,2,1,253,OLA ,UNK,N,13044
1966,2,1,253,OSD ,OTH,N,2031
1966,2,1,253,MNT ,UNK,N,39804
1966,2,1,253,OSD ,HKL,N,81
1966,2,1,253,OLA ,HKL,N,29436
1966,2,1,253,MRO ,HKL,N,1650
1966,2,1,253,MNT ,TWL,N,380697
1966,2,1,253,MNT ,HKL,N,14313
1966,2,1,253,MRO ,TWL,N,79413
1966,2,1,253,MRO ,OTH,N,780
1966,2,1,253,OSF ,TWL,N,64140
1966,2,1,253,BDG ,TWL,N,330
1966,3,1,253,OSD ,HKL,N,7056
1966,3,1,253,OLA ,HKL,N,12708
1966,3,1,253,MNT ,UNK,N,61047
1966,3,1,253,MNT ,TWL,N,523677
1966,3,1,253,MNT ,HKL,N,9261
1966,3,1,253,MRO ,TWL,N,31860
1966,3,1,253,OLA ,UNK,N,33288
1966,3,1,253,OSF ,TWL,N,91650
1966,3,1,253,MRO ,HKL,N,3597
1966,4,2,253,OSB ,HKL,N,7671
1966,4,2,253,OLA ,UNK,N,4875
1966,4,2,253,OSF ,TWL,N,57525
1966,4,2,253,OLA ,HKL,N,21684
1966,4,2,253,MNT ,HKL,N,1722
1966,4,2,253,MRO ,TWL,N,48255
1966,4,2,253,OSD ,HKL,N,14058
1966,4,2,253,BDG ,TWL,N,825
1966,4,2,253,MNT ,TWL,N,750357
1966,4,2,253,MNT ,UNK,N,15480
1966,4,2,253,BRG ,TWL,N,19845
1966,5,2,253,MRO ,HKL,N,195
1966,5,2,253,MNT ,TWL,N,789168
1966,5,2,253,OLA ,UNK,N,5880
1966,5,2,253,OSD ,HKL,N,207
1966,5,2,253,OLA ,HKL,N,27129
1966,5,2,253,OSF ,TWL,N,152610
1966,5,2,253,BDG ,TWL,N,10287
1966,5,2,253,MNT ,UNK,N,2475
1966,5,2,253,BRG ,TWL,N,30615
1966,6,2,253,MRO ,TWL,N,12525
1966,6,2,253,MNT ,TWL,N,548175
1966,6,2,253,OLA ,UNK,N,12102
1966,6,2,253,MNT ,UNK,N,1380
1966,6,2,253,BDG ,TWL,N,51000
1966,6,2,253,OSF ,TWL,N,186840
1966,6,2,253,MNT ,HKL,N,150
1966,6,2,253,MRO ,HKL,N,2499
1966,6,2,253,OLA ,HKL,N,12579
1966,7,3,253,BDG ,TWL,N,98745
1966,7,3,253,OLA ,UNK,N,960
1966,7,3,253,OSF ,TWL,N,170625
1966,7,3,253,MNT ,HKL,N,603
1966,7,3,253,MNT ,TWL,N,598395
1966,7,3,253,OLA ,HKL,N,900
1966,7,3,253,MRO ,TWL,N,71835
1966,7,3,253,MNT ,UNK,N,1014
1966,8,3,253,MRO ,TWL,N,87660
1966,8,3,253,MNT ,UNK,N,516
1966,8,3,253,BDG ,TWL,N,68940
1966,8,3,253,OSD ,HKL,N,1875
1966,8,3,253,MNT ,TWL,N,676173
1966,8,3,253,OLA ,HKL,N,1875
1966,8,3,253,BRG ,TWL,N,15120
1966,8,3,253,OSF ,TWL,N,219120
1966,9,3,253,BRG ,TWL,N,105075
1966,9,3,253,MRO ,TWL,N,23985
1966,9,3,253,OLA ,HKL,N,702
1966,9,3,253,OLA ,UNK,N,1608
1966,9,3,253,MNT ,UNK,N,2508
1966,9,3,253,MNT ,HKL,N,1794
1966,9,3,253,OSF ,TWL,N,340575
1966,9,3,253,OSD ,HKL,N,636
1966,9,3,253,BDG ,TWL,N,24180
1966,9,3,253,MRO ,HKL,N,237
1966,9,3,253,MNT ,TWL,N,337410
1966,10,4,253,OSF ,TWL,N,400305
1966,10,4,253,OSD ,FPT,N,210
1966,10,4,253,MNT ,HKL,N,2352
1966,10,4,253,MRO ,OTH,N,24
1966,10,4,253,OLA ,NET,N,375
1966,10,4,253,BDG ,TWL,N,6510
1966,10,4,253,OLA ,HKL,N,5670
1966,10,4,253,OLA ,UNK,N,8214
1966,10,4,253,MNT ,UNK,N,14832
1966,10,4,253,MNT ,TWL,N,471414
1966,10,4,253,MRO ,UNK,N,660
1966,10,4,253,BRG ,TWL,N,33645
1966,11,4,253,OLA ,HKL,N,6219
1966,11,4,253,BDG ,TWL,N,1170
1966,11,4,253,MNT ,HKL,N,3057
1966,11,4,253,BRG ,TWL,N,80760
1966,11,4,253,MNT ,UNK,N,3369
1966,11,4,253,OLA ,UNK,N,6810
1966,11,4,253,MRO ,TWL,N,900
1966,11,4,253,MRO ,OTH,N,21
1966,11,4,253,OSF ,TWL,N,128880
1966,11,4,253,MNT ,TWL,N,425523
1966,12,4,253,OLA ,HKL,N,13698
1966,12,4,253,OSD ,HKL,N,5436
1966,12,4,253,MRO ,HKL,N,690
1966,12,4,253,MNT ,TWL,N,102300
1966,12,4,253,OSF ,TWL,N,42075
1966,12,4,253,MNT ,UNK,N,738
1966,12,4,253,MRO ,TWL,N,9705
1966,12,4,253,OLA ,UNK,N,17484
1966,12,4,253,MNT ,HKL,N,771
1966,12,4,253,BDG ,TWL,N,165
1967,1,1,253,MRO ,HKL,N,792
1967,1,1,253,OSB ,HKL,N,174
1967,1,1,253,BDG ,TWL,N,7830
1967,1,1,253,BRG ,TWL,N,3990
1967,1,1,253,MNT ,TWL,N,131175
1967,1,1,253,OLA ,NET,N,75
1967,1,1,253,OLA ,UNK,N,25935
1967,1,1,253,MRO ,TWL,N,18750
1967,1,1,253,OSD ,HKL,N,972
1967,1,1,253,OSF ,TWL,N,124320
1967,1,1,253,OLA ,HKL,N,17001
1967,1,1,253,MNT ,UNK,N,7623
1967,1,1,253,MNT ,HKL,N,474
1967,2,1,253,OSF ,TWL,N,365190
