YEAR,MONTH,QRTR,mcat,port_complex,gear_grp,live_fish,lbs
1964,2,1,245,OLA ,UNK,N,636
1964,2,1,245,OLA ,HKL,N,1905
1964,4,2,245,OLA ,UNK,N,1485
1964,4,2,245,OLA ,HKL,N,4634
1964,5,2,245,OLA ,HKL,N,3744
1964,5,2,245,OLA ,UNK,N,930
1964,6,2,245,OLA ,HKL,N,1600
1964,6,2,245,OLA ,UNK,N,165
1964,7,3,245,MRO ,TWL,N,1446
1964,7,3,245,OLA ,UNK,N,255
1964,7,3,245,OLA ,HKL,N,390
1964,8,3,245,OLA ,HKL,N,2935
1964,10,4,245,OLA ,HKL,N,1092
1964,11,4,245,OLA ,HKL,N,373
1965,1,1,245,OLA ,UNK,N,1890
1965,1,1,245,OLA ,HKL,N,240
1965,1,1,245,OSD ,HKL,N,2952
1965,2,1,245,OLA ,UNK,N,1470
1965,2,1,245,OLA ,HKL,N,3342
1965,2,1,245,OSD ,HKL,N,930
1965,3,1,245,OLA ,HKL,N,114
1965,3,1,245,OLA ,UNK,N,1278
1965,4,2,245,OLA ,UNK,N,4545
1965,4,2,245,OSD ,HKL,N,30
1965,5,2,245,OLA ,UNK,N,855
1965,5,2,245,OLA ,HKL,N,690
1965,6,2,245,OLA ,UNK,N,2445
1965,6,2,245,OLA ,HKL,N,1734
1965,7,3,245,OSD ,HKL,N,369
1965,7,3,245,OLA ,HKL,N,1311
1965,7,3,245,OLA ,UNK,N,720
1965,8,3,245,OLA ,UNK,N,1764
1965,8,3,245,OLA ,HKL,N,165
1965,9,3,245,OLA ,UNK,N,960
1965,9,3,245,OLA ,HKL,N,465
1965,10,4,245,OLA ,UNK,N,384
1965,10,4,245,OLA ,HKL,N,54
1965,11,4,245,OLA ,UNK,N,483
1966,1,1,245,OLA ,HKL,N,390
1966,2,1,245,OLA ,UNK,N,66
1966,2,1,245,OLA ,HKL,N,981
1966,3,1,245,OLA ,HKL,N,660
1966,4,2,245,OLA ,HKL,N,2040
1966,5,2,245,OLA ,UNK,N,810
1966,5,2,245,OLA ,HKL,N,4266
1966,6,2,245,OLA ,UNK,N,780
1966,7,3,245,OLA ,HKL,N,570
1966,11,4,245,OLA ,HKL,N,654
1966,11,4,245,OLA ,UNK,N,1029
1967,1,1,245,OLA ,UNK,N,1068
1967,2,1,245,OSD ,HKL,N,1272
1967,2,1,245,OLA ,HKL,N,810
1967,2,1,245,OLA ,UNK,N,2421
1967,3,1,245,OLA ,HKL,N,87
1967,3,1,245,OLA ,UNK,N,705
1967,4,2,245,OLA ,HKL,N,621
1967,5,2,245,OLA ,HKL,N,1350
1967,6,2,245,OLA ,UNK,N,708
1967,6,2,245,OSD ,HKL,N,861
1967,6,2,245,OLA ,HKL,N,1134
1967,7,3,245,OLA ,HKL,N,2919
1967,7,3,245,OLA ,UNK,N,216
1967,11,4,245,OLA ,HKL,N,285
1967,12,4,245,OLA ,UNK,N,903
1968,1,1,245,OLA ,OTH,N,104
1968,1,1,245,OLA ,UNK,N,11477
1968,1,1,245,OLA ,HKL,N,5320
1968,2,1,245,OSD ,HKL,N,642
1968,2,1,245,OLA ,UNK,N,2716
1968,3,1,245,OSD ,HKL,N,999
1968,3,1,245,OLA ,HKL,N,2510
1968,3,1,245,OLA ,UNK,N,1316
1968,4,2,245,OLA ,UNK,N,2220
1968,4,2,245,OSD ,HKL,N,1686
1968,5,2,245,OLA ,UNK,N,900
1968,5,2,245,OLA ,HKL,N,460
1968,5,2,245,OSD ,HKL,N,1755
1968,5,2,245,OSD ,UNK,N,228
1968,6,2,245,OSD ,HKL,N,846
1968,6,2,245,OLA ,HKL,N,2180
1968,7,3,245,OLA ,HKL,N,560
1968,7,3,245,OLA ,UNK,N,3645
1968,7,3,245,OSD ,HKL,N,939
1968,8,3,245,OSD ,UNK,N,108
1968,8,3,245,OSD ,HKL,N,138
1968,10,4,245,OSD ,HKL,N,228
1968,11,4,245,OSD ,HKL,N,192
1968,12,4,245,OSD ,HKL,N,270
1968,12,4,245,OLA ,UNK,N,1100
1969,1,1,245,OSD ,HKL,N,835
1969,1,1,245,OLA ,UNK,N,770
1969,2,1,245,OSD ,HKL,N,48
1969,2,1,245,OLA ,HKL,N,120
1969,3,1,245,OSD ,HKL,N,188
1969,3,1,245,OLA ,HKL,N,390
1969,4,2,245,OLA ,HKL,N,1090
1969,4,2,245,OSD ,HKL,N,1164
1969,4,2,245,OLA ,UNK,N,696
1969,5,2,245,OSD ,HKL,N,513
1969,5,2,245,OLA ,HKL,N,855
1969,5,2,245,OLA ,UNK,N,340
1969,6,2,245,OLA ,UNK,N,490
1969,6,2,245,OLA ,HKL,N,550
1969,6,2,245,OSD ,HKL,N,363
1969,7,3,245,OSD ,HKL,N,227
1969,8,3,245,OSD ,HKL,N,116
1969,9,3,245,OSD ,HKL,N,40
1969,10,4,245,OSD ,HKL,N,106
1969,11,4,245,OSD ,HKL,N,30
1969,12,4,245,OLA ,HKL,N,1930
1970,1,1,245,OSD ,HKL,N,68
1970,2,1,245,OSD ,HKL,N,98
1970,2,1,245,OLA ,HKL,N,2972
1970,2,1,245,OLA ,UNK,N,2220
1970,3,1,245,OLA ,UNK,N,1395
1970,3,1,245,OSD ,HKL,N,249
1970,3,1,245,OLA ,HKL,N,4259
1970,4,2,245,OSD ,HKL,N,397
1970,4,2,245,OLA ,HKL,N,488
1970,4,2,245,OLA ,UNK,N,250
1970,5,2,245,OSD ,HKL,N,254
1970,5,2,245,OLA ,HKL,N,130
1970,5,2,245,OLA ,UNK,N,335
1970,6,2,245,OSD ,HKL,N,283
1970,6,2,245,OSD ,UNK,N,34
1970,7,3,245,OSD ,HKL,N,1338
1970,8,3,245,OSD ,HKL,N,29
1970,9,3,245,OLA ,HKL,N,245
1970,9,3,245,OSD ,HKL,N,553
1970,10,4,245,OSD ,HKL,N,390
1970,10,4,245,OLA ,UNK,N,345
1970,11,4,245,OSD ,HKL,N,368
1970,12,4,245,OSD ,HKL,N,246
1971,1,1,245,OLA ,UNK,N,1360
1971,1,1,245,OSD ,HKL,N,262
1971,2,1,245,OSD ,HKL,N,406
1971,3,1,245,OSD ,HKL,N,113
1971,4,2,245,OSD ,HKL,N,136
1971,7,3,245,OLA ,HKL,N,181
1971,11,4,245,OLA ,HKL,N,100
1971,12,4,245,OLA ,TWL,N,135
1972,1,1,245,OLA ,UNK,N,150
1972,2,1,245,OLA ,HKL,N,8895
1972,2,1,245,MRO ,TWL,N,915
1972,2,1,245,OLA ,UNK,N,3950
1972,3,1,245,OLA ,HKL,N,3840
1972,4,2,245,OLA ,HKL,N,2859
1972,4,2,245,OLA ,UNK,N,825
1972,4,2,245,MRO ,TWL,N,1425
1972,5,2,245,OSD ,HKL,N,2598
1972,5,2,245,MRO ,TWL,N,990
1972,8,3,245,OLA ,HKL,N,249
1972,10,4,245,OSD ,HKL,N,4929
1972,12,4,245,OLA ,HKL,N,244
1972,12,4,245,OLA ,NET,N,63
1973,2,1,245,OSD ,HKL,N,252
1973,3,1,245,OLA ,NET,N,52
1973,5,2,245,OSD ,HKL,N,1647
1973,8,3,245,OSD ,HKL,N,153
1973,12,4,245,OSD ,HKL,N,69
1973,12,4,245,OLA ,NET,N,77
1974,1,1,245,OSB ,HKL,N,63
1974,2,1,245,OLA ,HKL,N,719
1974,3,1,245,OLA ,HKL,N,54
1974,7,3,245,OSD ,HKL,N,224
1974,8,3,245,OSD ,HKL,N,294
1974,9,3,245,OSD ,HKL,N,280
1974,11,4,245,OSD ,HKL,N,22
1974,11,4,245,OSB ,HKL,N,12
1975,1,1,245,MNT ,TWL,N,40
1975,2,1,245,OSB ,HKL,N,46
1975,5,2,245,OSD ,HKL,N,19
1975,6,2,245,OSD ,HKL,N,203
1975,9,3,245,OLA ,HKL,N,302
1976,1,1,245,BRG ,UNK,N,2038
1976,2,1,245,OSD ,UNK,N,481
1976,2,1,245,MRO ,HKL,N,235
1976,4,2,245,OLA ,HKL,N,633
1976,4,2,245,OSD ,HKL,N,27
1976,5,2,245,MRO ,TWL,N,350
1976,5,2,245,MNT ,TWL,N,390
1976,8,3,245,MNT ,HKL,N,25
1976,8,3,245,OSB ,UNK,N,74
1976,10,4,245,OSD ,HKL,N,134
1976,12,4,245,OSB ,HKL,N,26
1977,1,1,245,BDG ,HKL,N,95
1977,1,1,245,MNT ,HKL,N,48
1977,2,1,245,MNT ,HKL,N,111
1977,2,1,245,MNT ,UNK,N,18
1977,4,2,245,BDG ,HKL,N,3
1977,5,2,245,BDG ,HKL,N,18
1977,5,2,245,MNT ,HKL,N,48
1977,5,2,245,MNT ,UNK,N,19
1977,6,2,245,BDG ,HKL,N,12
1977,8,3,245,OSF ,HKL,N,7
1977,10,4,245,OLA ,NET,N,285
1977,11,4,245,OLA ,NET,N,432
1978,1,1,245,OSF ,HKL,N,17
1978,3,1,245,OLA ,NET,N,236
1978,4,2,245,OLA ,NET,N,867
1978,4,2,245,OSB ,TWL,N,235
1978,4,2,245,MRO ,HKL,N,90
1978,5,2,245,OLA ,HKL,N,485
1978,5,2,245,OLA ,NET,N,1950
1978,5,2,245,OSB ,TWL,N,34
1978,6,2,245,OSD ,HKL,N,832
1978,6,2,245,OSB ,HKL,N,18
1978,6,2,245,OLA ,NET,N,167
1978,6,2,245,OLA ,UNK,N,109
1978,7,3,245,OLA ,UNK,N,354
1978,7,3,245,OLA ,NET,N,938
1978,8,3,245,OLA ,HKL,N,46
1978,9,3,245,OLA ,NET,N,199
1978,10,4,245,OLA ,NET,N,556
1978,12,4,245,OSD ,NET,N,2960
1978,12,4,245,OSB ,TWL,N,17
1979,1,1,245,OLA ,SEN,N,770
1979,1,1,245,MRO ,HKL,N,4584
1979,1,1,245,OSB ,HKL,N,5586
1979,1,1,245,OLA ,HKL,N,389
1979,2,1,245,OSB ,TWL,N,17
1979,2,1,245,MRO ,HKL,N,8546
1979,3,1,245,OLA ,NET,N,19
1979,3,1,245,OLA ,HKL,N,459
1979,3,1,245,OSF ,TWL,N,160
1979,3,1,245,MRO ,HKL,N,16703
1979,3,1,245,OSD ,HKL,N,646
1979,4,2,245,OSF ,UNK,N,62
1979,4,2,245,OSB ,HKL,N,246
1979,4,2,245,OSB ,NET,N,1320
1979,4,2,245,OSB ,TWL,N,360
1979,4,2,245,OLA ,HKL,N,240
1979,5,2,245,OSB ,NET,N,5764
1979,5,2,245,MRO ,HKL,N,1749
1979,5,2,245,OLA ,NET,N,220
1979,5,2,245,OLA ,HKL,N,2563
1979,5,2,245,OSB ,HKL,N,244
1979,6,2,245,OSB ,NET,N,2839
1979,6,2,245,OSB ,HKL,N,31
1979,7,3,245,OSB ,HKL,N,225
1979,7,3,245,OLA ,HKL,N,983
1979,8,3,245,OLA ,HKL,N,552
1979,8,3,245,MRO ,HKL,N,1322
1979,8,3,245,OSB ,HKL,N,397
1979,9,3,245,OLA ,HKL,N,1149
1979,9,3,245,MRO ,TWL,N,590
1979,9,3,245,OSB ,HKL,N,68
1979,10,4,245,OSB ,HKL,N,75
1979,10,4,245,OSB ,NET,N,2630
1979,10,4,245,OSD ,NET,N,211
1979,10,4,245,MRO ,TWL,N,1039
1979,10,4,245,OLA ,NET,N,1035
1979,10,4,245,OSB ,TWL,N,45
1979,11,4,245,OSB ,HKL,N,60
1979,11,4,245,MRO ,TWL,N,17
1979,11,4,245,OSB ,NET,N,4016
1979,12,4,245,OSB ,TWL,N,88
1979,12,4,245,OSB ,NET,N,3611
1979,12,4,245,OSB ,HKL,N,9
1980,1,1,245,OLA ,HKL,N,295
1980,1,1,245,OSD ,UNK,N,2773
1980,1,1,245,OSB ,NET,N,862
1980,1,1,245,MRO ,HKL,N,2540
1980,1,1,245,OSB ,UNK,N,2947
1980,2,1,245,OLA ,UNK,N,405
1980,2,1,245,OSB ,NET,N,662
1980,2,1,245,OSB ,UNK,N,4703
1980,2,1,245,OSB ,HKL,N,869
1980,2,1,245,MRO ,HKL,N,106
1980,2,1,245,MRO ,TWL,N,53
1980,3,1,245,MRO ,HKL,N,589
1980,3,1,245,OLA ,UNK,N,1660
1980,3,1,245,OSB ,UNK,N,3573
1980,3,1,245,OSB ,NET,N,2412
1980,3,1,245,OSD ,UNK,N,2634
1980,4,2,245,OSB ,HKL,N,30
1980,4,2,245,OLA ,UNK,N,1500
1980,4,2,245,OSD ,UNK,N,3812
1980,4,2,245,MRO ,HKL,N,202
1980,4,2,245,MRO ,TWL,N,150
1980,4,2,245,OSD ,FPT,N,33
1980,4,2,245,OSB ,NET,N,1810
1980,4,2,245,OSB ,UNK,N,776
1980,5,2,245,OSB ,HKL,N,45
1980,5,2,245,OSB ,UNK,N,940
1980,5,2,245,MNT ,TWL,N,90
1980,5,2,245,MNT ,HKL,N,14
1980,5,2,245,OSB ,NET,N,1744
1980,5,2,245,OLA ,UNK,N,7343
1980,5,2,245,OSD ,UNK,N,5040
1980,6,2,245,BDG ,HKL,N,20
1980,6,2,245,OLA ,HKL,N,1381
1980,6,2,245,OLA ,UNK,N,2317
1980,6,2,245,OSB ,NET,N,220
1980,6,2,245,OSD ,UNK,N,1123
1980,7,3,245,OLA ,UNK,N,3490
1980,7,3,245,OSD ,HKL,N,110
1980,7,3,245,OSD ,UNK,N,11
1980,7,3,245,OLA ,HKL,N,1260
1980,8,3,245,OLA ,NET,N,10947
1980,8,3,245,OSB ,HKL,N,104
1980,9,3,245,OLA ,UNK,N,4591
1980,9,3,245,OLA ,HKL,N,182
1980,9,3,245,MRO ,TWL,N,8
1980,9,3,245,OSD ,HKL,N,62
1980,9,3,245,OLA ,NET,N,7188
1980,10,4,245,OLA ,HKL,N,270
1980,10,4,245,OLA ,UNK,N,5362
1980,10,4,245,OSD ,UNK,N,1050
1980,11,4,245,OLA ,UNK,N,4211
1980,11,4,245,OLA ,NET,N,433
1980,12,4,245,OSB ,HKL,N,14
1980,12,4,245,OLA ,UNK,N,3030
1980,12,4,245,MRO ,HKL,N,56
1981,1,1,245,OLA,NET,N,3286
1981,1,1,245,MRO,HKL,N,12
1981,1,1,245,OSB,HKL,N,760
1981,1,1,245,OSB,TWL,N,12
1981,1,1,245,OSB,NET,N,149
1981,2,1,245,OSB,TWL,N,299
1981,2,1,245,OSD,NET,N,2078
1981,2,1,245,OSD,HKL,N,95
1981,2,1,245,MRO,HKL,N,1743
1981,2,1,245,OLA,NET,N,8885
1981,3,1,245,OSD,NET,N,1946
1981,3,1,245,OSB,TWL,N,127
1981,3,1,245,MRO,HKL,N,26
1981,3,1,245,OSD,HKL,N,1021
1981,3,1,245,OSB,HKL,N,65
1981,3,1,245,OLA,NET,N,6751
1981,4,2,245,OSD,HKL,N,1255
1981,4,2,245,OLA,NET,N,6671
1981,4,2,245,OLA,HKL,N,29
1981,4,2,245,OSD,NET,N,2848
1981,5,2,245,OSD,NET,N,1448
1981,5,2,245,OLA,NET,N,6979
1981,5,2,245,OSB,NET,N,222
1981,5,2,245,OSD,HKL,N,62
1981,5,2,245,OSD,OTH,N,25
1981,5,2,245,OLA,HKL,N,740
1981,6,2,245,OSD,HKL,N,56
1981,6,2,245,OSB,NET,N,1330
1981,6,2,245,MRO,TWL,N,296
1981,6,2,245,OLA,NET,N,2919
1981,6,2,245,OSB,HKL,N,73
1981,6,2,245,OSB,TWL,N,596
1981,6,2,245,OSD,NET,N,1469
1981,7,3,245,OSB,NET,N,1849
1981,7,3,245,OSB,TWL,N,599
1981,7,3,245,OLA,NET,N,7835
1981,7,3,245,OSB,HKL,N,115
1981,7,3,245,OSD,HKL,N,12
1981,7,3,245,OSD,NET,N,1976
1981,7,3,245,MRO,TWL,N,99
1981,8,3,245,OSB,NET,N,297
1981,8,3,245,OSB,TWL,N,208
1981,8,3,245,OSD,NET,N,2801
1981,8,3,245,OLA,NET,N,13164
1981,9,3,245,OSD,HKL,N,907
1981,9,3,245,OSD,NET,N,2664
1981,9,3,245,OSB,HKL,N,113
1981,9,3,245,MNT,HKL,N,20
1981,9,3,245,OLA,NET,N,8818
1981,9,3,245,ERK,HKL,N,10
1981,9,3,245,OSB,NET,N,180
1981,10,4,245,OLA,NET,N,6736
1981,10,4,245,MRO,TWL,N,1140
1981,10,4,245,OSD,NET,N,1764
1981,10,4,245,OSB,HKL,N,109
1981,10,4,245,OSB,TWL,N,46
1981,10,4,245,OLA,HKL,N,620
1981,10,4,245,OSB,NET,N,100
1981,11,4,245,OSB,NET,N,1659
1981,11,4,245,MRO,TWL,N,233
1981,11,4,245,OLA,NET,N,4985
1981,11,4,245,OSD,HKL,N,51
1981,11,4,245,OSD,NET,N,3126
1981,11,4,245,MRO,HKL,N,24
1981,11,4,245,MNT,NET,N,225
1981,12,4,245,MRO,HKL,N,531
1981,12,4,245,OLA,NET,N,6552
1981,12,4,245,OSD,NET,N,5730
1981,12,4,245,OSB,TWL,N,40
1981,12,4,245,MNT,TWL,N,280
1981,12,4,245,OSD,HKL,N,432
1981,12,4,245,OSB,NET,N,977
1982,1,1,245,OSB,TWL,N,90
1982,1,1,245,OSB,HKL,N,75
1982,1,1,245,OLA,HKL,N,1534
1982,1,1,245,OLA,NET,N,5159
1982,1,1,245,OSD,NET,N,3551
1982,1,1,245,MRO,HKL,N,908
1982,1,1,245,OSD,HKL,N,39
1982,2,1,245,OSD,NET,N,3892
1982,2,1,245,MRO,HKL,N,891
1982,2,1,245,OSD,HKL,N,1014
1982,2,1,245,OLA,HKL,N,6494
1982,2,1,245,OSB,NET,N,260
1982,2,1,245,MRO,TWL,N,420
1982,2,1,245,OSB,TWL,N,58
1982,2,1,245,OLA,NET,N,4431
1982,3,1,245,OLA,NET,N,353
1982,3,1,245,MNT,NET,N,743
1982,3,1,245,MNT,HKL,N,23
1982,3,1,245,OLA,HKL,N,270
1982,3,1,245,MRO,HKL,N,1559
1982,3,1,245,OSD,NET,N,3044
1982,3,1,245,OSD,HKL,N,755
1982,3,1,245,OSB,TWL,N,200
1982,4,2,245,OLA,HKL,N,280
1982,4,2,245,OSD,NET,N,3922
1982,4,2,245,MRO,TWL,N,104
1982,4,2,245,MRO,HKL,N,345
1982,4,2,245,OSB,TWL,N,601
1982,4,2,245,MNT,NET,N,100
1982,4,2,245,OLA,NET,N,3055
1982,4,2,245,OSD,HKL,N,1484
1982,5,2,245,OSB,HKL,N,35
1982,5,2,245,OLA,HKL,N,231
1982,5,2,245,OSD,HKL,N,1557
1982,5,2,245,OSD,NET,N,3033
1982,5,2,245,MRO,TWL,N,1322
1982,5,2,245,OSB,TWL,N,609
1982,5,2,245,OLA,NET,N,2162
1982,6,2,245,OLA,NET,N,817
1982,6,2,245,OSD,NET,N,1248
1982,6,2,245,OSD,HKL,N,406
1982,6,2,245,OLA,HKL,N,995
1982,6,2,245,MNT,HKL,N,10
1982,6,2,245,OSB,TWL,N,1044
1982,6,2,245,OSB,HKL,N,196
1982,7,3,245,OLA,HKL,N,135
1982,7,3,245,OLA,NET,N,1879
1982,7,3,245,OSD,NET,N,935
1982,7,3,245,OSD,HKL,N,1941
1982,7,3,245,OSB,TWL,N,1272
1982,8,3,245,OLA,NET,N,4513
1982,8,3,245,OLA,HKL,N,385
1982,8,3,245,OSD,NET,N,2613
1982,8,3,245,MRO,TWL,N,236
1982,8,3,245,OSB,TWL,N,415
1982,8,3,245,OSD,HKL,N,775
1982,8,3,245,OSB,NET,N,47
1982,9,3,245,OLA,NET,N,241
1982,9,3,245,OSD,NET,N,2848
1982,9,3,245,OLA,HKL,N,40
1982,9,3,245,OSD,HKL,N,468
1982,9,3,245,OSB,TWL,N,839
1982,9,3,245,MRO,NET,N,152
1982,9,3,245,MRO,HKL,N,88
1982,10,4,245,OSB,TWL,N,1612
1982,10,4,245,OSB,HKL,N,29
1982,10,4,245,OLA,NET,N,799
1982,10,4,245,OSD,NET,N,2660
1982,10,4,245,OSD,HKL,N,341
1982,11,4,245,OSB,TWL,N,165
1982,11,4,245,OLA,NET,N,824
1982,11,4,245,OSD,HKL,N,1158
1982,11,4,245,OLA,HKL,N,487
1982,11,4,245,OSD,NET,N,2711
1982,11,4,245,OSB,HKL,N,85
1982,12,4,245,OSD,NET,N,3322
1982,12,4,245,OSB,TWL,N,18
1982,12,4,245,OSD,HKL,N,208
1982,12,4,245,MRO,HKL,N,3593
1983,1,1,245,OSF,TWL,N,16
1983,1,1,245,OLA,HKL,N,1090
1983,1,1,245,MRO,HKL,N,318
1983,1,1,245,OSB,TWL,N,736
1983,1,1,245,OSD,HKL,N,483
1983,1,1,245,MNT,HKL,N,19
1983,1,1,245,OSD,NET,N,8431
1983,2,1,245,OSF,NET,N,102
1983,2,1,245,OSD,NET,N,3730
1983,2,1,245,OSB,TWL,N,1060
1983,2,1,245,OSD,HKL,N,22
1983,2,1,245,OLA,NET,N,450
1983,2,1,245,MNT,NET,N,63
1983,2,1,245,MRO,HKL,N,14
1983,3,1,245,OLA,HKL,N,636
1983,3,1,245,MRO,TWL,N,74
1983,3,1,245,OSB,TWL,N,215
1983,3,1,245,OSD,NET,N,4266
1983,3,1,245,OSD,HKL,N,180
1983,3,1,245,OSB,NET,N,128
1983,4,2,245,BDG,HKL,N,135
1983,4,2,245,OLA,NET,N,1287
1983,4,2,245,OSD,HKL,N,1616
1983,4,2,245,OSB,TWL,N,135
1983,4,2,245,OSD,NET,N,6259
1983,4,2,245,MNT,HKL,N,97
1983,5,2,245,OSB,TWL,N,566
1983,5,2,245,OSD,NET,N,4390
1983,5,2,245,OSD,HKL,N,276
1983,5,2,245,MRO,TWL,N,177
1983,5,2,245,OSB,HKL,N,142
1983,5,2,245,OLA,HKL,N,215
1983,5,2,245,OSB,NET,N,164
1983,6,2,245,OLA,HKL,N,467
1983,6,2,245,OSB,TWL,N,215
1983,6,2,245,OSD,NET,N,4441
1983,6,2,245,OSB,NET,N,529
1983,7,3,245,OLA,HKL,N,211
1983,7,3,245,OSB,TWL,N,29
1983,7,3,245,OSD,NET,N,5218
1983,7,3,245,OSB,HKL,N,12
1983,8,3,245,OSD,NET,N,4394
1983,8,3,245,OSB,TWL,N,618
1983,9,3,245,OSD,HKL,N,153
1983,9,3,245,MNT,NET,N,80
1983,9,3,245,OSB,TWL,N,153
1983,9,3,245,OLA,NET,N,340
1983,9,3,245,OSD,NET,N,4146
1983,10,4,245,OLA,HKL,N,2
1983,10,4,245,OLA,NET,N,6461
1983,10,4,245,OSB,TWL,N,23
1983,10,4,245,MNT,NET,N,255
1983,10,4,245,OSD,NET,N,6747
1983,11,4,245,OSD,NET,N,4685
1983,11,4,245,MRO,TWL,N,30
1983,11,4,245,OLA,NET,N,2089
1983,11,4,245,OSB,TWL,N,23
1983,11,4,245,MNT,TWL,N,545
1983,11,4,245,OSD,HKL,N,190
1983,11,4,245,OSB,NET,N,862
1983,12,4,245,OSB,TWL,N,348
1983,12,4,245,OLA,NET,N,5487
1983,12,4,245,OSD,NET,N,6919
1984,1,1,245,OSD,HKL,N,243
1984,1,1,245,OSD,NET,N,10446
1984,1,1,245,MNT,NET,N,258
1984,1,1,245,OLA,HKL,N,3531
1984,1,1,245,OSB,TWL,N,537
1984,1,1,245,OLA,NET,N,106
1984,2,1,245,OLA,HKL,N,1441
1984,2,1,245,OSD,NET,N,8204
1984,2,1,245,MNT,TWL,N,180
1984,2,1,245,OSB,TWL,N,3560
1984,2,1,245,MRO,TWL,N,476
1984,3,1,245,OSD,FPT,N,966
1984,3,1,245,MRO,TWL,N,73
1984,3,1,245,OSF,TWL,N,18
1984,3,1,245,OSD,NET,N,12974
1984,3,1,245,OSD,HKL,N,1020
1984,3,1,245,OSB,TWL,N,473
1984,3,1,245,OLA,HKL,N,2884
1984,4,2,245,OLA,HKL,N,619
1984,4,2,245,OSB,TWL,N,636
1984,4,2,245,OSD,NET,N,4362
1984,4,2,245,MRO,TWL,N,43
1984,5,2,245,MRO,TWL,N,84
1984,5,2,245,OSD,TWL,N,438
1984,5,2,245,OLA,NET,N,339
1984,5,2,245,MNT,NET,N,34
1984,5,2,245,OSD,NET,N,6137
1984,5,2,245,OLA,HKL,N,1040
1984,5,2,245,OSB,TWL,N,7082
1984,6,2,245,MRO,TWL,N,42
1984,6,2,245,OSB,HKL,N,59
1984,6,2,245,OSB,NET,N,238
1984,6,2,245,OSB,TWL,N,131
1984,6,2,245,OSD,NET,N,5463
1984,6,2,245,OLA,HKL,N,5021
1984,7,3,245,OLA,HKL,N,4580
1984,7,3,245,OLA,NET,N,134
1984,7,3,245,OSB,TWL,N,59
1984,7,3,245,OSB,NET,N,1020
1984,7,3,245,OSB,HKL,N,236
1984,7,3,245,MNT,TWL,N,112
1984,7,3,245,OSD,NET,N,5197
1984,7,3,245,MRO,TWL,N,794
1984,8,3,245,OSD,NET,N,8613
1984,8,3,245,OLA,NET,N,4253
1984,8,3,245,OSD,HKL,N,363
1984,8,3,245,OSF,HKL,N,400
1984,8,3,245,OSB,TWL,N,54
1984,8,3,245,OSB,NET,N,444
1984,8,3,245,OLA,HKL,N,2249
1984,8,3,245,MNT,TWL,N,184
1984,8,3,245,OSB,HKL,N,118
1984,9,3,245,MRO,HKL,N,21
1984,9,3,245,OSB,HKL,N,504
1984,9,3,245,OSD,NET,N,11397
1984,9,3,245,OLA,NET,N,1535
1984,9,3,245,OSB,NET,N,79
1984,9,3,245,OLA,HKL,N,2157
1984,9,3,245,OSB,TWL,N,92
1984,10,4,245,OSB,HKL,N,22
1984,10,4,245,OSD,HKL,N,955
1984,10,4,245,OSD,NET,N,5730
1984,10,4,245,OLA,HKL,N,288
1984,10,4,245,OSB,TWL,N,37
1984,10,4,245,MRO,TWL,N,48
1984,10,4,245,OLA,NET,N,591
1984,11,4,245,OSD,NET,N,1654
1984,11,4,245,MRO,HKL,N,45
1984,11,4,245,OSB,HKL,N,9
1984,11,4,245,OLA,HKL,N,1123
1984,11,4,245,OSD,HKL,N,266
1984,12,4,245,MRO,TWL,N,160
1984,12,4,245,OLA,HKL,N,477
1984,12,4,245,MNT,NET,N,55
1984,12,4,245,MRO,HKL,N,47
1984,12,4,245,OSD,NET,N,3243
1985,1,1,245,OSD,HKL,N,1124
1985,1,1,245,MNT,TWL,N,27
1985,1,1,245,OLA,HKL,N,1379
1985,1,1,245,OSB,TWL,N,410
1985,1,1,245,OSD,NET,N,3452
1985,1,1,245,MRO,TWL,N,47
1985,2,1,245,OLA,NET,N,100
1985,2,1,245,OSD,HKL,N,213
1985,2,1,245,OSB,TWL,N,44
1985,2,1,245,OLA,HKL,N,1881
1985,2,1,245,OSD,NET,N,3788
1985,2,1,245,MNT,TWL,N,85
1985,2,1,245,MRO,TWL,N,286
1985,3,1,245,OLA,NET,N,17
1985,3,1,245,OSD,NET,N,3112
1985,3,1,245,MRO,NET,N,772
1985,3,1,245,OLA,HKL,N,30
1985,4,2,245,OLA,NET,N,2164
1985,4,2,245,OSB,TWL,N,965
1985,4,2,245,OLA,HKL,N,1490
1985,4,2,245,OSD,HKL,N,130
1985,4,2,245,OSB,HKL,N,1376
1985,4,2,245,OSD,NET,N,12977
1985,5,2,245,OSF,HKL,N,10
1985,5,2,245,MNT,NET,N,3052
1985,5,2,245,MNT,TWL,N,20
1985,5,2,245,OSD,NET,N,12488
1985,5,2,245,MRO,TWL,N,51
1985,5,2,245,OLA,HKL,N,614
1985,5,2,245,OSD,HKL,N,12
1985,5,2,245,OSB,NET,N,156
1985,6,2,245,OLA,NET,N,2659
1985,6,2,245,OSD,NET,N,5283
1985,6,2,245,OLA,HKL,N,833
1985,6,2,245,MNT,NET,N,219
1985,6,2,245,MNT,TWL,N,85
1985,6,2,245,OSB,HKL,N,56
1985,6,2,245,MRO,TWL,N,1713
1985,7,3,245,OSD,NET,N,6988
1985,7,3,245,OSB,TWL,N,21
1985,7,3,245,MNT,TWL,N,154
1985,7,3,245,MRO,TWL,N,133
