sample_date,port_complex,gear_grp,mark_cat,total_wgt,live_fish,sample_no,clust_no,species,weight
11/17/1985,MRO,TWL,250,1401,N,CR851403769,1,WDOW,2
11/17/1985,MRO,TWL,250,1401,N,CR851403769,2,WDOW,2
11/25/1985,MRO,TWL,250,1493,N,CR851403770,2,ARRA,1
11/25/1985,MRO,TWL,250,1493,N,CR851403770,1,BANK,19
11/25/1985,MRO,TWL,250,1493,N,CR851403770,2,BANK,19
11/25/1985,MRO,TWL,250,1493,N,CR851403770,1,BLGL,30
11/25/1985,MRO,TWL,250,1493,N,CR851403770,2,BLGL,28
11/25/1985,MRO,TWL,250,1493,N,CR851403770,1,DBRK,2
12/13/1985,MRO,TWL,250,7377,N,CR851403775,1,BANK,39
12/13/1985,MRO,TWL,250,7377,N,CR851403775,2,BANK,34
12/13/1985,MRO,TWL,250,7377,N,CR851403775,1,BLGL,8
12/13/1985,MRO,TWL,250,7377,N,CR851403775,2,BLGL,10
12/13/1985,MRO,TWL,250,7377,N,CR851403775,1,DBRK,3
12/13/1985,MRO,TWL,250,7377,N,CR851403775,2,DBRK,7
12/17/1985,MRO,TWL,250,17484,N,CR851405058,1,BANK,26
12/17/1985,MRO,TWL,250,17484,N,CR851405058,2,BANK,17
12/17/1985,MRO,TWL,250,17484,N,CR851405058,1,BLGL,24
12/17/1985,MRO,TWL,250,17484,N,CR851405058,2,BLGL,30
12/17/1985,MRO,TWL,250,17484,N,CR851405058,2,DBRK,1
1/7/1985,MNT,TWL,250,12840,N,CR852103254,1,BCAC,12
1/7/1985,MNT,TWL,250,12840,N,CR852103254,2,BCAC,10
1/7/1985,MNT,TWL,250,12840,N,CR852103254,1,CLPR,39
1/7/1985,MNT,TWL,250,12840,N,CR852103254,2,CLPR,43
1/14/1985,MNT,TWL,250,14510,N,CR852103260,1,BCAC,12
1/14/1985,MNT,TWL,250,14510,N,CR852103260,2,BCAC,25
1/14/1985,MNT,TWL,250,14510,N,CR852103260,1,CLPR,38
1/14/1985,MNT,TWL,250,14510,N,CR852103260,2,CLPR,25
1/14/1985,MNT,TWL,250,14510,N,CR852103260,2,GSRK,1
1/15/1985,MNT,TWL,250,810,N,CR852103261,1,BLGL,48
1/15/1985,MNT,TWL,250,810,N,CR852103261,2,BLGL,51
1/15/1985,MNT,TWL,250,1915,N,CR852103263,1,BCAC,4
1/15/1985,MNT,TWL,250,1915,N,CR852103263,2,BCAC,7
1/15/1985,MNT,TWL,250,1915,N,CR852103263,1,CLPR,21
1/15/1985,MNT,TWL,250,1915,N,CR852103263,2,CLPR,25
1/15/1985,MNT,TWL,250,1915,N,CR852103263,1,CNRY,2
1/15/1985,MNT,TWL,250,1915,N,CR852103263,1,SNOS,2
1/15/1985,MNT,TWL,250,1915,N,CR852103263,2,SNOS,2
1/15/1985,MNT,TWL,250,1915,N,CR852103263,1,WDOW,20
1/15/1985,MNT,TWL,250,1915,N,CR852103263,2,WDOW,13
1/19/1985,MNT,TWL,250,12280,N,CR852103264,1,BCAC,6
1/19/1985,MNT,TWL,250,12280,N,CR852103264,2,BCAC,13
1/19/1985,MNT,TWL,250,12280,N,CR852103264,1,CLPR,24
1/19/1985,MNT,TWL,250,12280,N,CR852103264,2,CLPR,27
1/19/1985,MNT,TWL,250,12280,N,CR852103264,1,WDOW,21
1/19/1985,MNT,TWL,250,12280,N,CR852103264,2,WDOW,11
1/19/1985,MNT,TWL,250,5720,N,CR852103776,1,BCAC,30
1/19/1985,MNT,TWL,250,5720,N,CR852103776,2,BCAC,31
1/19/1985,MNT,TWL,250,5720,N,CR852103776,1,CLPR,16
1/19/1985,MNT,TWL,250,5720,N,CR852103776,2,CLPR,19
1/19/1985,MNT,TWL,250,5720,N,CR852103776,1,GSPT,4
1/19/1985,MNT,TWL,250,5720,N,CR852103776,2,GSPT,2
1/21/1985,MNT,TWL,250,3200,N,CR852103778,1,BANK,8
1/21/1985,MNT,TWL,250,3200,N,CR852103778,2,BANK,33
1/21/1985,MNT,TWL,250,3200,N,CR852103778,1,BCAC,12
1/21/1985,MNT,TWL,250,3200,N,CR852103778,2,BCAC,12
1/21/1985,MNT,TWL,250,3200,N,CR852103778,1,BLGL,19
1/21/1985,MNT,TWL,250,3200,N,CR852103778,2,BLGL,8
1/21/1985,MNT,TWL,250,3200,N,CR852103778,1,DBRK,4
2/6/1985,MNT,TWL,250,1000,N,CR852103784,1,BANK,18
2/6/1985,MNT,TWL,250,1000,N,CR852103784,2,BANK,20
2/6/1985,MNT,TWL,250,1000,N,CR852103784,1,BCAC,5
2/6/1985,MNT,TWL,250,1000,N,CR852103784,2,BCAC,8
2/6/1985,MNT,TWL,250,1000,N,CR852103784,1,CLPR,4
2/6/1985,MNT,TWL,250,1000,N,CR852103784,2,CLPR,9
2/6/1985,MNT,TWL,250,1000,N,CR852103784,1,DBRK,18
2/6/1985,MNT,TWL,250,1000,N,CR852103784,2,DBRK,14
2/6/1985,MNT,TWL,250,1000,N,CR852103784,2,SBLY,1
2/6/1985,MNT,TWL,250,1000,N,CR852103784,1,SNOS,2
2/6/1985,MNT,TWL,250,1000,N,CR852103784,1,WDOW,3
2/8/1985,MNT,TWL,250,14013,N,CR852103787,1,BCAC,26
2/8/1985,MNT,TWL,250,14013,N,CR852103787,2,BCAC,12
2/8/1985,MNT,TWL,250,14013,N,CR852103787,1,CLPR,20
2/8/1985,MNT,TWL,250,14013,N,CR852103787,2,CLPR,28
2/8/1985,MNT,TWL,250,14013,N,CR852103787,2,CWCD,5
2/8/1985,MNT,TWL,250,14013,N,CR852103787,2,GSPT,3
2/8/1985,MNT,TWL,250,14013,N,CR852103787,1,GSRK,4
2/8/1985,MNT,TWL,250,14013,N,CR852103787,2,GSRK,2
2/8/1985,MNT,TWL,250,14013,N,CR852103787,2,SHRP,1
2/8/1985,MNT,TWL,250,14013,N,CR852103787,2,SNOS,1
2/8/1985,MNT,TWL,250,14013,N,CR852103787,1,YEYE,3
2/14/1985,MNT,TWL,250,10530,N,CR852103790,1,BCAC,16
2/14/1985,MNT,TWL,250,10530,N,CR852103790,1,CLPR,21
2/14/1985,MNT,TWL,250,10530,N,CR852103790,2,CLPR,45
2/14/1985,MNT,TWL,250,10530,N,CR852103790,1,CNRY,3
2/14/1985,MNT,TWL,250,10530,N,CR852103790,2,CNRY,2
2/14/1985,MNT,TWL,250,10530,N,CR852103790,1,GSPT,2
2/14/1985,MNT,TWL,250,10530,N,CR852103790,2,GSPT,3
2/14/1985,MNT,TWL,250,10530,N,CR852103790,1,GSRK,3
2/14/1985,MNT,TWL,250,10530,N,CR852103790,1,SHRP,4
2/16/1985,MNT,TWL,250,2460,N,CR852103792,1,BANK,36
2/16/1985,MNT,TWL,250,2460,N,CR852103792,2,BANK,37
2/16/1985,MNT,TWL,250,2460,N,CR852103792,1,BCAC,5
2/16/1985,MNT,TWL,250,2460,N,CR852103792,1,DBRK,8
2/16/1985,MNT,TWL,250,2460,N,CR852103792,2,DBRK,12
2/16/1985,MNT,TWL,250,15570,N,CR852103794,1,BCAC,28
2/16/1985,MNT,TWL,250,15570,N,CR852103794,2,BCAC,22
2/16/1985,MNT,TWL,250,15570,N,CR852103794,1,CLPR,3
2/16/1985,MNT,TWL,250,15570,N,CR852103794,2,CLPR,4
2/16/1985,MNT,TWL,250,15570,N,CR852103794,1,CNRY,2
2/16/1985,MNT,TWL,250,15570,N,CR852103794,1,GSPT,12
2/16/1985,MNT,TWL,250,15570,N,CR852103794,2,GSPT,22
2/16/1985,MNT,TWL,250,15570,N,CR852103794,1,VRML,6
2/16/1985,MNT,TWL,250,15570,N,CR852103794,2,YEYE,3
2/26/1985,MNT,TWL,250,420,N,CR852103795,1,BANK,47
2/26/1985,MNT,TWL,250,420,N,CR852103795,1,DBRK,3
2/25/1985,MNT,TWL,250,10910,N,CR852103796,2,BCAC,8
2/25/1985,MNT,TWL,250,10910,N,CR852103796,1,CLPR,43
2/25/1985,MNT,TWL,250,10910,N,CR852103796,2,CLPR,37
2/25/1985,MNT,TWL,250,10910,N,CR852103796,1,GSPT,2
2/25/1985,MNT,TWL,250,10910,N,CR852103796,1,SNOS,5
2/25/1985,MNT,TWL,250,10910,N,CR852103796,2,SNOS,3
2/25/1985,MNT,TWL,250,10910,N,CR852103796,2,WDOW,2
3/5/1985,MNT,TWL,250,180,N,CR852103798,1,BANK,4
3/5/1985,MNT,TWL,250,180,N,CR852103798,1,BCAC,5
3/5/1985,MNT,TWL,250,180,N,CR852103798,1,BLGL,29
3/5/1985,MNT,TWL,250,180,N,CR852103798,1,DBRK,9
3/9/1985,MNT,TWL,250,745,N,CR852103801,1,BANK,36
3/9/1985,MNT,TWL,250,745,N,CR852103801,2,BANK,37
3/9/1985,MNT,TWL,250,745,N,CR852103801,1,BCAC,5
3/9/1985,MNT,TWL,250,745,N,CR852103801,1,DBRK,8
3/9/1985,MNT,TWL,250,745,N,CR852103801,2,DBRK,12
3/9/1985,MNT,TWL,250,7730,N,CR852103802,1,BCAC,4
3/9/1985,MNT,TWL,250,7730,N,CR852103802,1,CLPR,36
3/9/1985,MNT,TWL,250,7730,N,CR852103802,1,GSPT,4
3/9/1985,MNT,TWL,250,7730,N,CR852103802,1,WDOW,6
3/15/1985,MNT,TWL,250,1180,N,CR852103803,1,BLGL,48
3/15/1985,MNT,TWL,250,1180,N,CR852103803,2,BLGL,50
3/14/1985,MNT,TWL,250,4550,N,CR852103804,1,BCAC,32
3/14/1985,MNT,TWL,250,4550,N,CR852103804,2,BCAC,36
3/14/1985,MNT,TWL,250,4550,N,CR852103804,1,CLPR,14
3/14/1985,MNT,TWL,250,4550,N,CR852103804,2,CLPR,5
3/14/1985,MNT,TWL,250,4550,N,CR852103804,1,GSPT,2
3/14/1985,MNT,TWL,250,4550,N,CR852103804,2,YTRK,12
4/11/1985,MNT,TWL,250,15460,N,CR852203811,2,BANK,6
4/11/1985,MNT,TWL,250,15460,N,CR852203811,1,BCAC,4
4/11/1985,MNT,TWL,250,15460,N,CR852203811,1,CLPR,40
4/11/1985,MNT,TWL,250,15460,N,CR852203811,2,CLPR,38
4/11/1985,MNT,TWL,250,15460,N,CR852203811,1,GSPT,2
4/11/1985,MNT,TWL,250,15460,N,CR852203811,2,GSPT,1
4/11/1985,MNT,TWL,250,15460,N,CR852203811,2,GSRK,6
4/11/1985,MNT,TWL,250,15460,N,CR852203811,2,SBLY,1
4/11/1985,MNT,TWL,250,15460,N,CR852203811,2,SNOS,1
4/15/1985,MNT,TWL,250,18160,N,CR852203812,1,BCAC,44
4/15/1985,MNT,TWL,250,18160,N,CR852203812,2,BCAC,27
4/15/1985,MNT,TWL,250,18160,N,CR852203812,1,CLPR,9
4/15/1985,MNT,TWL,250,18160,N,CR852203812,2,CLPR,24
4/15/1985,MNT,TWL,250,18160,N,CR852203812,2,CNRY,2
4/17/1985,MNT,TWL,250,13568,N,CR852203814,1,BCAC,13
4/17/1985,MNT,TWL,250,13568,N,CR852203814,2,BCAC,7
4/17/1985,MNT,TWL,250,13568,N,CR852203814,1,CLPR,35
4/17/1985,MNT,TWL,250,13568,N,CR852203814,2,CLPR,41
4/17/1985,MNT,TWL,250,13568,N,CR852203814,1,GSRK,1
4/30/1985,MNT,TWL,250,2860,N,CR852203819,1,BANK,4
4/30/1985,MNT,TWL,250,2860,N,CR852203819,2,BANK,5
4/30/1985,MNT,TWL,250,2860,N,CR852203819,1,BCAC,19
4/30/1985,MNT,TWL,250,2860,N,CR852203819,2,BCAC,19
4/30/1985,MNT,TWL,250,2860,N,CR852203819,1,BLGL,10
4/30/1985,MNT,TWL,250,2860,N,CR852203819,2,BLGL,4
4/30/1985,MNT,TWL,250,2860,N,CR852203819,1,CLPR,17
4/30/1985,MNT,TWL,250,2860,N,CR852203819,2,CLPR,16
4/30/1985,MNT,TWL,250,2860,N,CR852203819,1,DBRK,2
4/30/1985,MNT,TWL,250,2860,N,CR852203819,2,DBRK,11
4/30/1985,MNT,TWL,250,2860,N,CR852203819,1,SNOS,1
5/3/1985,MNT,TWL,250,22470,N,CR852203820,2,BANK,2
5/3/1985,MNT,TWL,250,22470,N,CR852203820,1,BCAC,10
5/3/1985,MNT,TWL,250,22470,N,CR852203820,2,BCAC,12
5/3/1985,MNT,TWL,250,22470,N,CR852203820,1,CLPR,29
5/3/1985,MNT,TWL,250,22470,N,CR852203820,2,CLPR,19
5/3/1985,MNT,TWL,250,22470,N,CR852203820,2,CNRY,9
5/3/1985,MNT,TWL,250,22470,N,CR852203820,1,GSPT,4
5/3/1985,MNT,TWL,250,22470,N,CR852203820,2,GSPT,4
5/3/1985,MNT,TWL,250,22470,N,CR852203820,2,GSRK,1
5/3/1985,MNT,TWL,250,22470,N,CR852203820,2,SNOS,1
5/3/1985,MNT,TWL,250,22470,N,CR852203820,1,STRK,1
5/3/1985,MNT,TWL,250,22470,N,CR852203820,2,STRK,3
5/3/1985,MNT,TWL,250,22470,N,CR852203820,1,YTRK,6
5/3/1985,MNT,TWL,250,22470,N,CR852203820,2,YTRK,2
5/8/1985,MNT,TWL,250,990,N,CR852203823,1,BCAC,17
5/8/1985,MNT,TWL,250,990,N,CR852203823,2,BCAC,10
5/8/1985,MNT,TWL,250,990,N,CR852203823,1,CLPR,30
5/8/1985,MNT,TWL,250,990,N,CR852203823,2,CLPR,30
5/8/1985,MNT,TWL,250,990,N,CR852203823,2,CNRY,4
5/8/1985,MNT,TWL,250,990,N,CR852203823,2,GSRK,3
5/8/1985,MNT,TWL,250,990,N,CR852203823,1,WDOW,7
5/8/1985,MNT,TWL,250,990,N,CR852203823,2,WDOW,7
5/8/1985,MNT,TWL,250,4470,N,CR852203825,2,BANK,2
5/8/1985,MNT,TWL,250,4470,N,CR852203825,1,BCAC,41
5/8/1985,MNT,TWL,250,4470,N,CR852203825,2,BCAC,38
5/8/1985,MNT,TWL,250,4470,N,CR852203825,1,CLPR,5
5/8/1985,MNT,TWL,250,4470,N,CR852203825,2,CLPR,9
5/8/1985,MNT,TWL,250,4470,N,CR852203825,2,CWCD,3
5/13/1985,MNT,TWL,250,31510,N,CR852203826,1,BCAC,1
5/13/1985,MNT,TWL,250,31510,N,CR852203826,1,CLPR,45
5/13/1985,MNT,TWL,250,31510,N,CR852203826,2,CLPR,45
5/13/1985,MNT,TWL,250,31510,N,CR852203826,1,GSRK,2
5/13/1985,MNT,TWL,250,31510,N,CR852203826,2,GSRK,3
5/13/1985,MNT,TWL,250,31510,N,CR852203826,2,STRK,1
5/16/1985,MNT,TWL,250,31510,N,CR852203828,1,BCAC,26
5/16/1985,MNT,TWL,250,31510,N,CR852203828,2,BCAC,16
5/16/1985,MNT,TWL,250,31510,N,CR852203828,1,CLPR,22
5/16/1985,MNT,TWL,250,31510,N,CR852203828,2,CLPR,32
5/23/1985,MNT,TWL,250,5310,N,CR852203832,2,BCAC,1
5/23/1985,MNT,TWL,250,5310,N,CR852203832,1,CLPR,46
5/23/1985,MNT,TWL,250,5310,N,CR852203832,2,CLPR,48
5/23/1985,MNT,TWL,250,5310,N,CR852203832,2,STRK,4
5/29/1985,MNT,TWL,250,7920,N,CR852203835,1,CLPR,48
5/29/1985,MNT,TWL,250,7920,N,CR852203835,1,STRK,1
5/30/1985,MNT,TWL,250,5590,N,CR852203836,1,BCAC,15
5/30/1985,MNT,TWL,250,5590,N,CR852203836,1,CLPR,30
5/30/1985,MNT,TWL,250,5590,N,CR852203836,1,GSPT,6
5/30/1985,MNT,TWL,250,5590,N,CR852203836,1,GSRK,1
6/3/1985,MNT,TWL,250,1580,N,CR852203837,2,BANK,2
6/3/1985,MNT,TWL,250,1580,N,CR852203837,1,BCAC,11
6/3/1985,MNT,TWL,250,1580,N,CR852203837,2,BCAC,7
6/3/1985,MNT,TWL,250,1580,N,CR852203837,1,CLPR,11
6/3/1985,MNT,TWL,250,1580,N,CR852203837,2,CLPR,9
6/3/1985,MNT,TWL,250,1580,N,CR852203837,2,LCOD,4
6/3/1985,MNT,TWL,250,1580,N,CR852203837,2,SPKL,2
6/3/1985,MNT,TWL,250,1580,N,CR852203837,1,WDOW,27
6/3/1985,MNT,TWL,250,1580,N,CR852203837,2,WDOW,32
6/5/1985,MNT,TWL,250,650,N,CR852203838,1,BCAC,40
6/5/1985,MNT,TWL,250,650,N,CR852203838,1,CLPR,1
6/5/1985,MNT,TWL,250,650,N,CR852203838,1,CNRY,3
6/5/1985,MNT,TWL,250,650,N,CR852203838,1,VRML,7
6/8/1985,MNT,TWL,250,3830,N,CR852203839,1,BCAC,25
6/8/1985,MNT,TWL,250,3830,N,CR852203839,2,BCAC,13
6/8/1985,MNT,TWL,250,3830,N,CR852203839,1,CLPR,23
6/8/1985,MNT,TWL,250,3830,N,CR852203839,2,CLPR,32
6/26/1985,MNT,TWL,250,2650,N,CR852203843,1,BLGL,4
6/26/1985,MNT,TWL,250,2650,N,CR852203843,1,CLPR,46
6/26/1985,MNT,TWL,250,2650,N,CR852203843,1,GSRK,2
6/21/1985,MNT,TWL,250,570,N,CR852203846,1,BCAC,39
6/21/1985,MNT,TWL,250,570,N,CR852203846,1,CLPR,2
6/21/1985,MNT,TWL,250,570,N,CR852203846,1,YTRK,4
6/19/1985,MNT,TWL,250,2760,N,CR852203847,2,BCAC,4
6/19/1985,MNT,TWL,250,2760,N,CR852203847,2,BLGL,3
6/19/1985,MNT,TWL,250,2760,N,CR852203847,1,CLPR,41
6/19/1985,MNT,TWL,250,2760,N,CR852203847,2,CLPR,45
6/19/1985,MNT,TWL,250,2760,N,CR852203847,1,DBRK,4
6/19/1985,MNT,TWL,250,2760,N,CR852203847,1,GSRK,1
6/19/1985,MNT,TWL,250,2760,N,CR852203847,1,LCOD,4
7/9/1985,MNT,TWL,250,2615,N,CR852303856,1,ARRA,3
7/9/1985,MNT,TWL,250,2615,N,CR852303856,1,BCAC,6
7/9/1985,MNT,TWL,250,2615,N,CR852303856,1,BLGL,9
7/9/1985,MNT,TWL,250,2615,N,CR852303856,1,CLPR,10
7/9/1985,MNT,TWL,250,2615,N,CR852303856,1,DBRK,22
7/20/1985,MNT,TWL,250,12950,N,CR852303859,1,BANK,5
7/20/1985,MNT,TWL,250,12950,N,CR852303859,2,BANK,7
7/20/1985,MNT,TWL,250,12950,N,CR852303859,1,CLPR,5
7/20/1985,MNT,TWL,250,12950,N,CR852303859,2,CLPR,3
7/20/1985,MNT,TWL,250,12950,N,CR852303859,1,DBRK,37
7/20/1985,MNT,TWL,250,12950,N,CR852303859,2,DBRK,38
7/20/1985,MNT,TWL,250,12950,N,CR852303859,1,SNOS,1
7/20/1985,MNT,TWL,250,12950,N,CR852303859,2,SPKL,1
7/23/1985,MNT,TWL,250,13890,N,CR852303862,1,BANK,17
7/23/1985,MNT,TWL,250,13890,N,CR852303862,2,BANK,16
7/23/1985,MNT,TWL,250,13890,N,CR852303862,1,DBRK,34
7/23/1985,MNT,TWL,250,13890,N,CR852303862,2,DBRK,36
7/26/1985,MNT,TWL,250,9440,N,CR852303865,1,BANK,26
7/26/1985,MNT,TWL,250,9440,N,CR852303865,2,BANK,6
7/26/1985,MNT,TWL,250,9440,N,CR852303865,1,CLPR,9
7/26/1985,MNT,TWL,250,9440,N,CR852303865,2,CLPR,6
7/26/1985,MNT,TWL,250,9440,N,CR852303865,1,DBRK,13
7/26/1985,MNT,TWL,250,9440,N,CR852303865,2,DBRK,35
7/26/1985,MNT,TWL,250,9440,N,CR852303865,2,WDOW,3
7/29/1985,MNT,TWL,250,4295,N,CR852303866,1,BANK,7
7/29/1985,MNT,TWL,250,4295,N,CR852303866,1,CLPR,25
7/29/1985,MNT,TWL,250,4295,N,CR852303866,1,DBRK,11
7/29/1985,MNT,TWL,250,4295,N,CR852303866,1,SNOS,2
8/1/1985,MNT,TWL,250,13760,N,CR852303867,1,BANK,16
8/1/1985,MNT,TWL,250,13760,N,CR852303867,2,BANK,3
8/1/1985,MNT,TWL,250,13760,N,CR852303867,2,CLPR,3
8/1/1985,MNT,TWL,250,13760,N,CR852303867,1,DBRK,31
8/1/1985,MNT,TWL,250,13760,N,CR852303867,2,DBRK,42
8/1/1985,MNT,TWL,250,13760,N,CR852303867,2,SNOS,2
8/3/1985,MNT,TWL,250,7800,N,CR852303868,1,CLPR,7
8/3/1985,MNT,TWL,250,7800,N,CR852303868,1,DBRK,34
8/3/1985,MNT,TWL,250,7800,N,CR852303868,1,SNOS,2
8/3/1985,MNT,TWL,250,7800,N,CR852303868,1,WDOW,5
8/5/1985,MNT,TWL,250,4560,N,CR852303869,1,BANK,14
8/5/1985,MNT,TWL,250,4560,N,CR852303869,1,CLPR,8
8/5/1985,MNT,TWL,250,4560,N,CR852303869,1,DBRK,19
8/5/1985,MNT,TWL,250,4560,N,CR852303869,1,SNOS,6
8/9/1985,MNT,TWL,250,4820,N,CR852303870,1,BANK,18
8/9/1985,MNT,TWL,250,4820,N,CR852303870,1,DBRK,19
8/9/1985,MNT,TWL,250,4820,N,CR852303870,1,MISC,3
8/9/1985,MNT,TWL,250,4820,N,CR852303870,1,SNOS,7
8/13/1985,MNT,TWL,250,4850,N,CR852303871,1,ARRA,1
8/13/1985,MNT,TWL,250,4850,N,CR852303871,1,BANK,21
8/13/1985,MNT,TWL,250,4850,N,CR852303871,1,BLGL,14
8/13/1985,MNT,TWL,250,4850,N,CR852303871,1,CLPR,4
8/13/1985,MNT,TWL,250,4850,N,CR852303871,1,DBRK,4
8/13/1985,MNT,TWL,250,4850,N,CR852303871,1,SNOS,1
8/16/1985,MNT,TWL,250,22320,N,CR852303874,1,BCAC,10
8/16/1985,MNT,TWL,250,22320,N,CR852303874,2,BCAC,7
8/16/1985,MNT,TWL,250,22320,N,CR852303874,1,CLPR,37
8/16/1985,MNT,TWL,250,22320,N,CR852303874,2,CLPR,43
8/16/1985,MNT,TWL,250,22320,N,CR852303874,2,GSPT,1
8/30/1985,MNT,TWL,250,7170,N,CR852303882,1,BCAC,1
8/30/1985,MNT,TWL,250,7170,N,CR852303882,1,CLPR,44
8/30/1985,MNT,TWL,250,7170,N,CR852303882,1,CNRY,2
8/31/1985,MNT,TWL,250,13995,N,CR852303884,2,BCAC,1
8/31/1985,MNT,TWL,250,13995,N,CR852303884,1,CLPR,49
8/31/1985,MNT,TWL,250,13995,N,CR852303884,2,CLPR,42
8/31/1985,MNT,TWL,250,13995,N,CR852303884,2,GSRK,1
8/31/1985,MNT,TWL,250,13995,N,CR852303884,2,URCK,1
9/9/1985,MNT,TWL,250,37680,N,CR852303886,1,BCAC,15
9/9/1985,MNT,TWL,250,37680,N,CR852303886,2,BCAC,18
9/9/1985,MNT,TWL,250,37680,N,CR852303886,1,CLPR,32
9/9/1985,MNT,TWL,250,37680,N,CR852303886,2,CLPR,31
9/9/1985,MNT,TWL,250,37680,N,CR852303886,2,CNRY,3
9/11/1985,MNT,TWL,250,12810,N,CR852303887,2,BCAC,11
9/11/1985,MNT,TWL,250,12810,N,CR852303887,1,BLGL,2
9/11/1985,MNT,TWL,250,12810,N,CR852303887,1,CLPR,43
9/11/1985,MNT,TWL,250,12810,N,CR852303887,2,CLPR,32
9/11/1985,MNT,TWL,250,12810,N,CR852303887,1,GSRK,1
9/11/1985,MNT,TWL,250,12810,N,CR852303887,2,GSRK,2
9/11/1985,MNT,TWL,250,12810,N,CR852303887,1,STRK,1
9/11/1985,MNT,TWL,250,12810,N,CR852303887,1,WDOW,2
9/11/1985,MNT,TWL,250,12810,N,CR852303887,2,WDOW,4
9/13/1985,MNT,TWL,250,37680,N,CR852303891,1,BCAC,11
9/13/1985,MNT,TWL,250,37680,N,CR852303891,2,BCAC,19
9/13/1985,MNT,TWL,250,37680,N,CR852303891,1,CLPR,35
9/13/1985,MNT,TWL,250,37680,N,CR852303891,2,CLPR,33
9/13/1985,MNT,TWL,250,37680,N,CR852303891,1,CNRY,2
9/13/1985,MNT,TWL,250,37680,N,CR852303891,1,GSRK,1
9/18/1985,MNT,TWL,250,8590,N,CR852303893,2,ARRA,1
9/18/1985,MNT,TWL,250,8590,N,CR852303893,1,BANK,17
9/18/1985,MNT,TWL,250,8590,N,CR852303893,2,BANK,8
9/18/1985,MNT,TWL,250,8590,N,CR852303893,2,BCAC,8
9/18/1985,MNT,TWL,250,8590,N,CR852303893,2,BLGL,3
9/18/1985,MNT,TWL,250,8590,N,CR852303893,1,CLPR,25
9/18/1985,MNT,TWL,250,8590,N,CR852303893,2,CLPR,16
9/18/1985,MNT,TWL,250,8590,N,CR852303893,1,DBRK,6
9/18/1985,MNT,TWL,250,8590,N,CR852303893,2,DBRK,9
9/18/1985,MNT,TWL,250,8590,N,CR852303893,1,SNOS,2
9/18/1985,MNT,TWL,250,8590,N,CR852303893,2,SNOS,4
10/1/1985,MNT,TWL,250,9380,N,CR852403898,2,BANK,1
10/1/1985,MNT,TWL,250,9380,N,CR852403898,1,BCAC,1
10/1/1985,MNT,TWL,250,9380,N,CR852403898,2,BCAC,15
10/1/1985,MNT,TWL,250,9380,N,CR852403898,1,CLPR,17
10/1/1985,MNT,TWL,250,9380,N,CR852403898,2,CLPR,22
10/1/1985,MNT,TWL,250,9380,N,CR852403898,2,SNOS,1
10/1/1985,MNT,TWL,250,9380,N,CR852403898,1,WDOW,33
10/1/1985,MNT,TWL,250,9380,N,CR852403898,2,WDOW,12
10/21/1985,MNT,TWL,250,16820,N,CR852403905,1,ARRA,2
10/21/1985,MNT,TWL,250,16820,N,CR852403905,1,BANK,29
10/21/1985,MNT,TWL,250,16820,N,CR852403905,2,BCAC,15
10/21/1985,MNT,TWL,250,16820,N,CR852403905,2,CLPR,29
10/21/1985,MNT,TWL,250,16820,N,CR852403905,1,DBRK,4
10/21/1985,MNT,TWL,250,16820,N,CR852403905,2,GSRK,3
10/21/1985,MNT,TWL,250,16820,N,CR852403905,2,LCOD,2
10/21/1985,MNT,TWL,250,16820,N,CR852403905,1,SNOS,13
10/24/1985,MNT,TWL,250,4190,N,CR852403908,2,BANK,4
10/24/1985,MNT,TWL,250,4190,N,CR852403908,1,BCAC,40
10/24/1985,MNT,TWL,250,4190,N,CR852403908,2,BCAC,25
10/24/1985,MNT,TWL,250,4190,N,CR852403908,1,CLPR,2
10/24/1985,MNT,TWL,250,4190,N,CR852403908,2,CLPR,19
10/24/1985,MNT,TWL,250,4190,N,CR852403908,2,CNRY,3
10/24/1985,MNT,TWL,250,4190,N,CR852403908,1,DBRK,2
10/24/1985,MNT,TWL,250,4190,N,CR852403908,1,WDOW,3
10/3/1985,MNT,TWL,250,28930,N,CR852403910,1,BCAC,11
10/3/1985,MNT,TWL,250,28930,N,CR852403910,2,BCAC,8
10/3/1985,MNT,TWL,250,28930,N,CR852403910,1,CLPR,38
10/3/1985,MNT,TWL,250,28930,N,CR852403910,2,CLPR,40
10/3/1985,MNT,TWL,250,28930,N,CR852403910,1,GSRK,1
10/14/1985,MNT,TWL,250,8400,N,CR852403911,1,BCAC,4
10/14/1985,MNT,TWL,250,8400,N,CR852403911,1,CLPR,47
10/14/1985,MNT,TWL,250,8400,N,CR852403911,2,CLPR,47
10/14/1985,MNT,TWL,250,8400,N,CR852403911,2,CWCD,1
10/14/1985,MNT,TWL,250,8400,N,CR852403911,1,GSRK,1
10/17/1985,MNT,TWL,250,5870,N,CR852403912,1,BCAC,2
10/17/1985,MNT,TWL,250,5870,N,CR852403912,1,CLPR,46
10/26/1985,MNT,TWL,250,7305,N,CR852403914,1,ARRA,1
10/26/1985,MNT,TWL,250,7305,N,CR852403914,1,BANK,25
10/26/1985,MNT,TWL,250,7305,N,CR852403914,1,DBRK,9
10/26/1985,MNT,TWL,250,7305,N,CR852403914,1,SNOS,14
10/30/1985,MNT,TWL,250,19590,N,CR852403915,1,BCAC,5
10/30/1985,MNT,TWL,250,19590,N,CR852403915,2,BCAC,13
