margBCAC,n,landing,coverage
BRG,6,172242,1
MNT,88,4143365,0.795454545454545
MRO,64,2733460,0.75
OSF,52,3117359,0.634615384615385
HKL,1,0,1
NET,8,145083,0.875
TWL,201,10021343,0.741293532338308
1978,57,1853861,0.754385964912281
1980,61,4271945,0.721311475409836
1981,42,2050399,0.80952380952381
1982,50,1990221,0.72
Q1,43,1875136,0.697674418604651
Q2,73,3784254,0.821917808219178
Q3,54,2761660,0.703703703703704
Q4,40,1745376,0.725
