margSBLY,n,landing,coverage
BDG,1,0,1
BRG,6,0,1
MNT,92,3173,0.956521739130435
MRO,66,249,0.984848484848485
OSF,63,6694,0.968253968253968
HKL,1,0,1
NET,8,0,1
TWL,219,10116,0.968036529680365
1978,57,3106,0.929824561403509
1980,61,6429,0.983606557377049
1981,42,249,0.976190476190476
1982,50,332,0.98
1983,18,0,1
Q1,45,698,0.955555555555556
Q2,79,0,1
Q3,59,332,0.983050847457627
Q4,45,9086,0.911111111111111
