margBLCK,n,landing,coverage
BDG,52,0,1
BRG,51,0,1
CRS,22,0,1
ERK,165,0,0.993939393939394
MNT,21,0,0.904761904761905
MRO,6,0,1
OSF,29,2382,0.96551724137931
NET,9,2382,0.888888888888889
TWL,337,0,0.991097922848665
1981,37,0,1
1982,92,0,0.989130434782609
1983,73,0,1
1984,69,0,1
1985,75,2382,0.96
Q1,108,0,1
Q2,79,0,1
Q3,90,2382,0.977777777777778
Q4,69,0,0.971014492753623
