margCLPR,n,landing,coverage
BDG,52,16740,0.942307692307692
BRG,51,0,1
CRS,22,0,1
ERK,165,15282,0.957575757575758
MNT,21,2408,0.952380952380952
MRO,6,5033,0.5
OSF,29,44,0.96551724137931
NET,9,0,1
TWL,337,39507,0.955489614243323
1981,37,0,1
1982,92,7712,0.956521739130435
1983,73,14526,0.931506849315068
1984,69,226,0.971014492753623
1985,75,17043,0.946666666666667
Q1,108,32022,0.925925925925926
Q2,79,226,0.974683544303797
Q3,90,4798,0.977777777777778
Q4,69,2461,0.956521739130435
