margCLPR,n,landing,coverage
BDG,52,16740,0.942307692307692
BRG,51,0,1
CRS,22,0,1
ERK,165,15282,0.963636363636364
MNT,21,2408,0.952380952380952
MRO,6,5033,1
OSF,29,44,0.96551724137931
NET,9,0,1
TWL,337,39507,0.967359050445104
1981,37,0,1
1982,92,7712,0.967391304347826
1983,73,14526,0.958904109589041
1984,69,226,0.985507246376812
1985,75,17043,0.946666666666667
Q1,108,32022,0.935185185185185
Q2,79,226,0.987341772151899
Q3,90,4798,0.988888888888889
Q4,69,2461,0.971014492753623
