margTIGR,n,landing,coverage
BRG,6,0,0.333333333333333
MNT,88,0,0.386363636363636
MRO,64,0,0.515625
OSF,52,4022,0.384615384615385
HKL,1,0,1
NET,8,0,0.875
TWL,201,4022,0.402985074626866
1978,57,0,0.280701754385965
1980,61,0,0.344262295081967
1981,42,4022,0.738095238095238
1982,50,0,0.42
Q1,43,0,0.302325581395349
Q2,73,0,0.547945205479452
Q3,54,0,0.240740740740741
Q4,40,4022,0.575
