margCLPR,n,landing,coverage
BDG,27,0,1
BRG,12,0,1
CRS,3,0,1
ERK,55,506,1
MNT,11,2408,1
MRO,1,4798,1
OSF,20,0,1
TWL,129,7712,1
1981,37,0,1
1982,92,7712,1
Q1,33,506,1
Q2,13,0,1
Q3,37,4798,1
Q4,46,2408,1
