margGBLC,n,landing,coverage
BRG,6,0,0
MNT,88,0,0.556818181818182
MRO,64,15254,0.5
OSF,52,0,0.115384615384615
HKL,1,0,1
NET,8,0,0.75
TWL,201,15254,0.398009950248756
1978,57,0,0.491228070175439
1980,61,4068,0.19672131147541
1981,42,8019,0.595238095238095
1982,50,3167,0.44
Q1,43,3167,0.302325581395349
Q2,73,0,0.506849315068493
Q3,54,0,0.388888888888889
Q4,40,12087,0.4
