margBLCK,n,landing,coverage
BDG,27,0,1
BRG,12,0,1
CRS,3,0,1
ERK,55,0,0.981818181818182
MNT,11,0,0.818181818181818
MRO,1,0,1
OSF,20,0,1
TWL,129,0,0.976744186046512
1981,37,0,1
1982,92,0,0.967391304347826
Q1,33,0,1
Q2,13,0,1
Q3,37,0,0.972972972972973
Q4,46,0,0.956521739130435
