margPOP,n,landing,coverage
BDG,27,0,0.925925925925926
BRG,12,0,0.666666666666667
CRS,3,0,0.666666666666667
ERK,55,0,0.490909090909091
MNT,11,0,0.181818181818182
MRO,1,0,1
OSF,20,0,0.75
TWL,129,0,0.62015503875969
1981,37,0,0.864864864864865
1982,92,0,0.521739130434783
Q1,33,0,0.333333333333333
Q2,13,0,1
Q3,37,0,0.540540540540541
Q4,46,0,0.782608695652174
