margSNOS,n,landing,coverage
BDG,1,0,1
BRG,6,0,1
MNT,92,71398,0.978260869565217
MRO,66,47808,0.96969696969697
OSF,63,159067,0.984126984126984
HKL,1,0,1
NET,8,0,1
TWL,219,278273,0.977168949771689
1978,57,50211,0.964912280701754
1980,61,168209,0.967213114754098
1981,42,21220,0.976190476190476
1982,50,38530,1
1983,18,103,1
Q1,45,8320,1
Q2,79,40100,1
Q3,59,38129,0.966101694915254
Q4,45,191724,0.933333333333333
