margREX,n,landing,coverage
BDG,4,0,0.25
BRG,6,0,0.166666666666667
MNT,95,311,0.378947368421053
MRO,66,0,0.5
OSF,63,0,0.26984126984127
HKL,1,0,1
NET,8,0,0
TWL,225,311,0.386666666666667
1978,57,311,0.315789473684211
1980,61,0,0.360655737704918
1981,42,0,0.69047619047619
1982,50,0,0.36
1983,18,0,0.0555555555555556
1984,6,0,0
Q1,51,311,0.156862745098039
Q2,79,0,0.455696202531646
Q3,59,0,0.338983050847458
Q4,45,0,0.533333333333333
